,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Melville CDP, New York: Summary level: 160, state:36> place:46514",17872,16876,14500,423,0,1587,42,37,287,46,241,996
"Liverpool village, New York: Summary level: 160, state:36> place:42884",2174,2130,2059,14,0,6,0,0,51,0,51,44
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",6102,5635,5164,214,20,29,0,0,208,0,208,467
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",4983,4425,4152,117,0,96,0,36,24,0,24,558
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",6957,6297,4596,219,49,1196,0,76,161,12,149,660
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",1993,1909,1756,61,0,71,0,13,8,0,8,84
"Long Beach city, New York: Summary level: 160, state:36> place:43335",33509,28986,24820,2197,30,1095,0,195,649,132,517,4523
"Muttontown village, New York: Summary level: 160, state:36> place:49330",3655,3590,2496,174,0,846,0,63,11,0,11,65
"North Lynbrook CDP, New York: Summary level: 160, state:36> place:53231",417,352,267,0,0,85,0,0,0,0,0,65
"North Wantagh CDP, New York: Summary level: 160, state:36> place:53792",11802,10471,9972,40,12,292,0,0,155,0,155,1331
"Old Bethpage CDP, New York: Summary level: 160, state:36> place:54551",5522,5413,4990,5,0,350,0,0,68,0,68,109
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",13978,12122,9695,1383,18,534,0,88,404,15,389,1856
"Brentwood CDP, New York: Summary level: 160, state:36> place:08026",62942,21049,11292,7772,0,1057,0,428,500,203,297,41893
"Cutchogue CDP, New York: Summary level: 160, state:36> place:19466",3178,3086,3014,23,0,47,0,2,0,0,0,92
"Eastport CDP, New York: Summary level: 160, state:36> place:22810",2091,1870,1852,0,0,18,0,0,0,0,0,221
"Napeague CDP, New York: Summary level: 160, state:36> place:49424",112,112,112,0,0,0,0,0,0,0,0,0
"North Patchogue CDP, New York: Summary level: 160, state:36> place:53319",7561,5742,5119,301,0,249,0,0,73,0,73,1819
"Northport village, New York: Summary level: 160, state:36> place:53396",7348,7065,6811,140,0,43,0,0,71,0,71,283
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",27149,24903,24180,227,0,323,0,0,173,0,173,2246
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",11612,7532,349,6602,102,98,0,132,249,49,200,4080
"Armonk CDP, New York: Summary level: 160, state:36> place:02649",4381,3921,3613,0,0,191,0,0,117,0,117,460
"Crompond CDP, New York: Summary level: 160, state:36> place:19092",2307,1994,1601,230,0,56,0,31,76,0,76,313
"Dobbs Ferry village, New York: Summary level: 160, state:36> place:20698",11027,9983,8027,740,29,790,0,26,371,33,338,1044
"Asharoken village, New York: Summary level: 160, state:36> place:02737",443,434,420,0,3,8,0,0,3,0,3,9
"Baiting Hollow CDP, New York: Summary level: 160, state:36> place:04055",1654,1524,1460,19,0,6,0,0,39,0,39,130
"Marathon village, New York: Summary level: 160, state:36> place:45392",843,830,814,12,0,0,0,4,0,0,0,13
"Baldwin Harbor CDP, New York: Summary level: 160, state:36> place:04154",7690,5987,3317,2127,2,371,0,26,144,0,144,1703
"Altamont village, New York: Summary level: 160, state:36> place:01517",1755,1693,1559,19,0,74,0,0,41,0,41,62
"Blasdell village, New York: Summary level: 160, state:36> place:06849",2629,2539,2417,22,74,0,0,0,26,0,26,90
"Buffalo city, New York: Summary level: 160, state:36> place:11000",257518,227661,112762,91978,1004,14252,114,445,7106,238,6868,29857
"Kenmore village, New York: Summary level: 160, state:36> place:39232",15191,14794,13499,857,45,81,8,12,292,0,292,397
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",3551,2885,2422,209,0,159,0,18,77,0,77,666
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",1475,1338,1338,0,0,0,0,0,0,0,0,137
"New Rochelle city, New York: Summary level: 160, state:36> place:50617",79205,56524,35571,14898,43,3983,24,866,1139,279,860,22681
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",1804,1693,1669,14,0,7,0,0,3,0,3,111
"Perry village, New York: Summary level: 160, state:36> place:57243",3594,3548,3325,35,0,24,0,0,164,26,138,46
"Dryden village, New York: Summary level: 160, state:36> place:20951",2092,1939,1729,9,6,133,0,0,62,0,62,153
"Fonda village, New York: Summary level: 160, state:36> place:26462",838,689,678,2,0,0,0,0,9,0,9,149
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",1907,1818,1761,15,0,35,0,0,7,0,7,89
"Constantia CDP, New York: Summary level: 160, state:36> place:17893",1177,1177,1132,0,0,0,0,0,45,0,45,0
"Angola on the Lake CDP, New York: Summary level: 160, state:36> place:02220",1819,1796,1663,0,0,26,0,0,107,0,107,23
"Baxter Estates village, New York: Summary level: 160, state:36> place:04803",1065,872,705,11,0,142,0,2,12,0,12,193
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",586,586,586,0,0,0,0,0,0,0,0,0
"Williamsville village, New York: Summary level: 160, state:36> place:82084",5247,5135,4696,179,28,156,0,0,76,0,76,112
"Bridgewater CDP, New York: Summary level: 160, state:36> place:08169",529,490,487,0,0,0,0,0,3,0,3,39
"Clifton Springs village, New York: Summary level: 160, state:36> place:16375",2359,2269,2116,108,0,3,0,0,42,0,42,90
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",17341,16319,15411,216,0,556,0,0,136,0,136,1022
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",33259,20256,15685,2736,15,1047,0,542,231,37,194,13003
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",3676,3549,3361,12,0,141,0,0,35,0,35,127
"Northville CDP, New York: Summary level: 160, state:36> place:53775",1455,1340,1307,33,0,0,0,0,0,0,0,115
"Northwest Harbor CDP, New York: Summary level: 160, state:36> place:53852",3503,2756,2631,62,0,54,0,0,9,0,9,747
"Old Field village, New York: Summary level: 160, state:36> place:54617",812,801,690,10,0,92,0,0,9,0,9,11
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",13442,12681,10954,164,12,1227,0,120,204,0,204,761
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",321,277,265,6,0,0,0,0,6,0,6,44
"Cattaraugus village, New York: Summary level: 160, state:36> place:13024",959,909,888,9,5,0,0,0,7,0,7,50
"South Dayton village, New York: Summary level: 160, state:36> place:68891",673,645,619,13,0,0,0,0,13,0,13,28
"West Carthage village, New York: Summary level: 160, state:36> place:79499",1511,1359,1149,160,0,17,0,0,33,0,33,152
"Speculator village, New York: Summary level: 160, state:36> place:70123",348,348,336,12,0,0,0,0,0,0,0,0
"Fleischmanns village, New York: Summary level: 160, state:36> place:26209",214,144,129,2,0,0,0,0,13,0,13,70
"Ballston Spa village, New York: Summary level: 160, state:36> place:04253",5443,5171,4815,106,32,140,0,0,78,0,78,272
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",3111,3040,3016,0,0,0,0,0,24,0,24,71
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",456,443,413,12,0,18,0,0,0,0,0,13
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",13827,13442,8298,208,0,4541,0,92,303,80,223,385
"Lawrence village, New York: Summary level: 160, state:36> place:41553",6535,6451,6291,23,0,137,0,0,0,0,0,84
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",6620,4975,3379,47,57,1358,11,0,123,0,123,1645
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",19966,18785,17500,493,42,578,0,18,154,7,147,1181
"Mineola village, New York: Summary level: 160, state:36> place:47636",19132,15561,13058,442,11,1740,0,39,271,0,271,3571
"New Cassel CDP, New York: Summary level: 160, state:36> place:50067",14648,6949,938,5648,12,179,0,87,85,0,85,7699
"North Hills village, New York: Summary level: 160, state:36> place:53022",5639,5558,3704,146,0,1657,0,0,51,0,51,81
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",2512,2464,2395,42,0,9,0,0,18,0,18,48
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",797,790,752,22,2,0,0,0,14,0,14,7
"Castorland village, New York: Summary level: 160, state:36> place:12881",365,309,298,0,0,0,0,0,11,0,11,56
"Livonia village, New York: Summary level: 160, state:36> place:42950",1361,1326,1294,3,4,13,0,0,12,0,12,35
"Norwood village, New York: Summary level: 160, state:36> place:54012",1624,1616,1560,4,15,15,3,0,19,0,19,8
"Binghamton city, New York: Summary level: 160, state:36> place:06607",45503,42251,32382,5318,164,1989,0,18,2380,1,2379,3252
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",908,846,828,16,0,2,0,0,0,0,0,62
"Bergen village, New York: Summary level: 160, state:36> place:06046",1118,1081,1023,10,3,25,0,0,20,0,20,37
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",69,65,57,2,2,0,0,4,0,0,0,4
"Apalachin CDP, New York: Summary level: 160, state:36> place:02308",1146,1142,1140,2,0,0,0,0,0,0,0,4
"Newark Valley village, New York: Summary level: 160, state:36> place:49902",1095,1068,1003,7,5,0,0,0,53,0,53,27
"Cairo CDP, New York: Summary level: 160, state:36> place:11638",1015,992,940,0,0,20,0,0,32,0,32,23
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",897,897,802,30,0,0,0,0,65,0,65,0
"Poland village, New York: Summary level: 160, state:36> place:58937",385,382,376,4,2,0,0,0,0,0,0,3
"Crown Heights CDP, New York: Summary level: 160, state:36> place:19229",2834,2562,1974,171,0,157,0,0,260,0,260,272
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",3246,2937,2719,138,0,60,0,0,20,0,20,309
"Pawling village, New York: Summary level: 160, state:36> place:56814",2085,1724,1526,80,0,92,0,0,26,5,21,361
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",3202,2842,2480,215,38,109,0,0,0,0,0,360
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",7418,5510,844,3637,18,824,0,55,132,50,82,1908
"Mount Ivy CDP, New York: Summary level: 160, state:36> place:48879",6925,4802,3204,1142,0,307,0,0,149,24,125,2123
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",289,289,285,0,0,0,0,0,4,4,0,0
"Shortsville village, New York: Summary level: 160, state:36> place:67257",1275,1272,1243,9,0,0,0,0,20,0,20,3
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",687,687,687,0,0,0,0,0,0,0,0,0
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",260,260,260,0,0,0,0,0,0,0,0,0
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",283,283,283,0,0,0,0,0,0,0,0,0
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",767,766,742,10,0,0,0,0,14,0,14,1
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",868,852,841,0,0,0,0,0,11,7,4,16
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",1653,1590,1512,40,0,22,0,0,16,0,16,63
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",5552,5477,5158,207,60,6,0,0,46,0,46,75
"Albion village, New York: Summary level: 160, state:36> place:01033",5439,5120,4124,773,0,0,0,0,223,0,223,319
"Medina village, New York: Summary level: 160, state:36> place:46415",5839,5307,4766,348,0,82,0,7,104,5,99,532
"Baywood CDP, New York: Summary level: 160, state:36> place:05039",7389,4446,3335,832,0,120,0,91,68,0,68,2943
"Brightwaters village, New York: Summary level: 160, state:36> place:08323",3069,2852,2643,73,0,21,0,70,45,0,45,217
"Brookhaven CDP, New York: Summary level: 160, state:36> place:09000",3531,3077,2740,264,8,4,8,0,53,0,53,454
"East Patchogue CDP, New York: Summary level: 160, state:36> place:22733",22637,18229,16737,750,0,482,0,0,260,136,124,4408
"Ames village, New York: Summary level: 160, state:36> place:01737",132,129,129,0,0,0,0,0,0,0,0,3
"Fultonville village, New York: Summary level: 160, state:36> place:27859",595,584,563,0,0,0,0,0,21,0,21,11
"Duanesburg CDP, New York: Summary level: 160, state:36> place:20995",435,349,349,0,0,0,0,0,0,0,0,86
"Fair Haven village, New York: Summary level: 160, state:36> place:24988",882,882,857,8,3,0,0,0,14,0,14,0
"Morrisonville CDP, New York: Summary level: 160, state:36> place:48538",1386,1355,1248,7,32,31,0,0,37,0,37,31
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",2185,2172,2084,13,0,31,4,0,40,0,40,13
"Cohoes city, New York: Summary level: 160, state:36> place:16749",16599,15767,13697,785,57,256,0,0,972,0,972,832
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",25902,24722,20109,182,106,3946,0,97,282,48,234,1180
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",3209,2653,2385,12,0,220,0,0,36,0,36,556
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",936,905,790,6,0,93,0,0,16,0,16,31
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",4547,4492,2340,65,4,1901,0,74,108,40,68,55
"Thomaston village, New York: Summary level: 160, state:36> place:73605",2624,2548,1691,35,0,810,0,0,12,0,12,76
"Clayville village, New York: Summary level: 160, state:36> place:16111",247,239,238,1,0,0,0,0,0,0,0,8
"New Hartford village, New York: Summary level: 160, state:36> place:50298",1731,1637,1584,5,6,24,0,0,18,0,18,94
"Vernon village, New York: Summary level: 160, state:36> place:77112",1138,1107,1060,1,10,19,0,0,17,0,17,31
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",3665,3513,3498,0,15,0,0,0,0,0,0,152
"Fairmount CDP, New York: Summary level: 160, state:36> place:25043",9997,9591,9109,105,21,220,0,33,103,0,103,406
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",3810,3810,3693,0,0,28,0,16,73,0,73,0
"Bay Park CDP, New York: Summary level: 160, state:36> place:04891",1614,1571,1444,0,0,127,0,0,0,0,0,43
"McGraw village, New York: Summary level: 160, state:36> place:44193",879,853,824,2,0,0,0,0,27,0,27,26
"Munsons Corners CDP, New York: Summary level: 160, state:36> place:49242",2998,2848,2761,80,0,0,0,0,7,0,7,150
"Barnum Island CDP, New York: Summary level: 160, state:36> place:04550",2247,1896,1649,103,46,68,0,30,0,0,0,351
"Bellerose village, New York: Summary level: 160, state:36> place:05639",1178,1002,973,18,0,8,0,0,3,0,3,176
"Bellmore CDP, New York: Summary level: 160, state:36> place:05738",15730,14603,13669,243,0,528,0,95,68,26,42,1127
"East Rockaway village, New York: Summary level: 160, state:36> place:22876",9802,8638,7977,294,0,296,0,23,48,11,37,1164
"Garden City Park CDP, New York: Summary level: 160, state:36> place:28189",8081,6758,2831,222,0,3253,0,238,214,93,121,1323
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",1163,941,929,12,0,0,0,0,0,0,0,222
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",42649,36836,23061,1235,29,11338,6,139,1028,123,905,5813
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",1827,1760,1682,0,0,50,0,0,28,4,24,67
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",51539,42891,37886,528,0,3344,0,253,880,162,718,8648
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",3173,2902,2561,126,7,57,0,144,7,7,0,271
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",19552,15168,13564,560,0,525,0,225,294,119,175,4384
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",8138,7253,5301,699,6,1112,0,0,135,0,135,885
"North Valley Stream CDP, New York: Summary level: 160, state:36> place:53748",19202,15854,2998,9182,48,2437,12,470,707,480,227,3348
"Old Brookville village, New York: Summary level: 160, state:36> place:54562",1695,1671,1328,30,0,284,0,8,21,0,21,24
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",6176,5533,4708,186,0,218,0,336,85,20,65,643
"Oswego city, New York: Summary level: 160, state:36> place:55574",17588,16616,15805,252,20,174,6,24,335,7,328,972
"Parish village, New York: Summary level: 160, state:36> place:56341",498,472,461,0,1,0,0,0,10,0,10,26
"Pulaski village, New York: Summary level: 160, state:36> place:59960",2093,2072,2023,0,0,5,0,0,44,8,36,21
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",624,591,591,0,0,0,0,0,0,0,0,33
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",1654,1510,1387,14,0,12,0,5,92,0,92,144
"Cheektowaga CDP, New York: Summary level: 160, state:36> place:15000",74026,72002,59538,8700,102,1921,17,212,1512,17,1495,2024
"Nelsonville village, New York: Summary level: 160, state:36> place:49781",699,574,553,3,0,15,0,1,2,0,2,125
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",9459,7854,6830,229,18,614,0,11,152,0,152,1605
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",6587,5639,4652,208,0,476,0,0,303,0,303,948
"Elma Center CDP, New York: Summary level: 160, state:36> place:24141",3043,3033,3013,1,0,19,0,0,0,0,0,10
"Middleport village, New York: Summary level: 160, state:36> place:46998",1783,1772,1703,17,11,4,0,18,19,0,19,11
"Avoca village, New York: Summary level: 160, state:36> place:03331",960,948,923,6,0,0,3,12,4,0,4,12
"Montauk CDP, New York: Summary level: 160, state:36> place:48054",3655,3135,3031,25,20,16,0,10,33,33,0,520
"Bloomingburg village, New York: Summary level: 160, state:36> place:06959",392,376,360,16,0,0,0,0,0,0,0,16
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",1417,1256,1076,122,0,19,0,0,39,0,39,161
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",2538,1895,1566,271,0,6,0,0,52,0,52,643
"Champlain village, New York: Summary level: 160, state:36> place:13739",1018,1008,976,0,7,14,0,6,5,0,5,10
"Dannemora village, New York: Summary level: 160, state:36> place:19642",3947,3255,1541,1660,0,0,0,50,4,0,4,692
"Rushville village, New York: Summary level: 160, state:36> place:64199",654,603,587,7,0,0,0,0,9,0,9,51
"Newfane CDP, New York: Summary level: 160, state:36> place:50221",3764,3752,3687,28,37,0,0,0,0,0,0,12
"Olcott CDP, New York: Summary level: 160, state:36> place:54540",1132,1120,1077,3,18,2,0,0,20,0,20,12
"Elmont CDP, New York: Summary level: 160, state:36> place:24273",36028,28283,4999,16354,44,5126,16,563,1181,417,764,7745
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",2245,1907,1772,77,0,0,0,12,46,0,46,338
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",1390,1329,1261,9,0,46,0,0,13,0,13,61
"Fort Montgomery CDP, New York: Summary level: 160, state:36> place:26902",1586,1287,1131,13,23,58,0,0,62,0,62,299
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",1462,1287,1148,119,0,0,0,0,20,0,20,175
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",2707,2416,2078,108,0,88,0,16,126,111,15,291
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",11753,9739,7777,109,0,1718,0,25,110,0,110,2014
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",14953,12915,11769,128,0,768,0,60,190,38,152,2038
"Bridgeport CDP, New York: Summary level: 160, state:36> place:08147",1568,1413,1341,4,0,8,0,0,60,0,60,155
"North Syracuse village, New York: Summary level: 160, state:36> place:53660",6740,6606,6006,272,41,5,0,0,282,5,277,134
"Arkport village, New York: Summary level: 160, state:36> place:02583",853,853,831,0,0,3,0,17,2,0,2,0
"Savona village, New York: Summary level: 160, state:36> place:65354",840,816,756,5,0,40,0,0,15,0,15,24
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",6468,6178,5240,470,28,193,0,19,228,13,215,290
"Hagaman village, New York: Summary level: 160, state:36> place:31291",1495,1427,1423,0,0,0,0,0,4,0,4,68
"Morrisville village, New York: Summary level: 160, state:36> place:48593",1939,1800,1491,222,0,59,0,0,28,4,24,139
"Andover village, New York: Summary level: 160, state:36> place:02143",818,816,795,0,0,21,0,0,0,0,0,2
"Norwich city, New York: Summary level: 160, state:36> place:53979",6813,6542,6219,151,0,45,0,0,127,0,127,271
"Lyons CDP, New York: Summary level: 160, state:36> place:43962",3414,3200,2628,391,0,19,0,0,162,0,162,214
"Gang Mills CDP, New York: Summary level: 160, state:36> place:28145",4495,4428,3259,305,0,760,0,0,104,0,104,67
"Oakdale CDP, New York: Summary level: 160, state:36> place:54144",7231,6793,6581,128,0,37,0,0,47,9,38,438
"Orient CDP, New York: Summary level: 160, state:36> place:55321",782,762,734,0,10,0,0,0,18,0,18,20
"Quogue village, New York: Summary level: 160, state:36> place:60422",803,770,716,18,0,30,0,0,6,6,0,33
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",13511,12426,10836,843,47,544,0,47,109,0,109,1085
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",18302,16258,13717,557,84,1271,67,238,324,88,236,2044
"Bedford CDP, New York: Summary level: 160, state:36> place:05309",2074,2046,1968,6,0,61,0,0,11,11,0,28
"Spencer village, New York: Summary level: 160, state:36> place:70167",782,781,752,26,0,3,0,0,0,0,0,1
"Catskill village, New York: Summary level: 160, state:36> place:13002",3861,3756,2586,833,193,72,0,0,72,0,72,105
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",597,597,556,2,0,11,0,28,0,0,0,0
"Harrison village, New York: Summary level: 160, state:36> place:32402",27956,24395,20165,1543,82,2155,11,44,395,48,347,3561
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",14441,13108,11480,569,135,697,0,19,208,0,208,1333
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",6013,4496,3947,168,0,360,0,0,21,0,21,1517
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",1371,1286,1262,23,0,0,0,0,1,0,1,85
"Greenwich village, New York: Summary level: 160, state:36> place:30675",1962,1876,1799,12,5,10,0,0,50,0,50,86
"Holley village, New York: Summary level: 160, state:36> place:35155",1743,1676,1551,41,5,17,0,0,62,0,62,67
"Bohemia CDP, New York: Summary level: 160, state:36> place:07157",9293,8271,7960,218,0,87,0,0,6,0,6,1022
"Medford CDP, New York: Summary level: 160, state:36> place:46404",24247,19006,16738,1367,0,592,0,0,309,0,309,5241
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",1764,1747,1626,0,0,63,0,0,58,0,58,17
"Cornwall-on-Hudson village, New York: Summary level: 160, state:36> place:18333",2927,2699,2594,0,0,78,27,0,0,0,0,228
"Woodbury village, New York: Summary level: 160, state:36> place:82750",10735,8714,7306,615,0,563,0,143,87,0,87,2021
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",260,258,258,0,0,0,0,0,0,0,0,2
"Westport CDP, New York: Summary level: 160, state:36> place:80764",404,404,398,3,0,0,0,0,3,0,3,0
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",3120,3120,3025,14,0,26,0,0,55,15,40,0
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",485,485,485,0,0,0,0,0,0,0,0,0
"Fillmore CDP, New York: Summary level: 160, state:36> place:25747",497,483,483,0,0,0,0,0,0,0,0,14
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",3145,2600,2217,266,0,74,0,21,22,0,22,545
"Andes CDP, New York: Summary level: 160, state:36> place:02121",243,243,241,0,2,0,0,0,0,0,0,0
"Bloomville CDP, New York: Summary level: 160, state:36> place:07025",160,160,156,0,0,4,0,0,0,0,0,0
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",3009,2906,2875,7,0,17,0,0,7,0,7,103
"Matinecock village, New York: Summary level: 160, state:36> place:46107",897,859,831,0,0,19,0,2,7,0,7,38
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",1011,953,806,0,0,121,0,12,14,0,14,58
"Munsey Park village, New York: Summary level: 160, state:36> place:49231",2719,2622,2288,0,0,277,0,0,57,4,53,97
"North Merrick CDP, New York: Summary level: 160, state:36> place:53264",12232,11157,9795,529,0,638,0,0,195,0,195,1075
"East Nassau village, New York: Summary level: 160, state:36> place:22557",602,580,550,3,0,4,0,0,23,0,23,22
"Menands village, New York: Summary level: 160, state:36> place:46536",3946,3536,2128,634,0,595,63,0,116,0,116,410
"Ravena village, New York: Summary level: 160, state:36> place:60675",3228,3207,2934,246,0,0,0,0,27,0,27,21
"Hamburg village, New York: Summary level: 160, state:36> place:31643",9618,9539,9169,56,0,150,0,20,144,0,144,79
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",5737,5622,5394,33,22,117,0,0,56,0,56,115
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",3740,3616,3567,21,9,0,0,0,19,0,19,124
"Lancaster village, New York: Summary level: 160, state:36> place:41135",10152,9886,9616,58,30,79,0,0,103,0,103,266
"Cayuga Heights village, New York: Summary level: 160, state:36> place:13079",3722,3552,2910,57,21,506,0,48,10,5,5,170
