,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Floral Park village, New York: Summary level: 160, state:36> place:26264",1672,114674,49955,5706,135,58,158,127,125,59,141,151,106,335,446,609,657,530,866,1203
"Freeport village, New York: Summary level: 160, state:36> place:27485",1433,76244,32373,14021,743,715,557,601,597,541,297,496,440,755,1169,1777,1356,1215,1573,1189
"Garden City village, New York: Summary level: 160, state:36> place:28178",3206,171750,74777,7365,122,139,54,132,100,212,69,77,69,234,280,631,545,649,985,3067
"East Farmingdale CDP, New York: Summary level: 160, state:36> place:21985",1529,85786,36731,1827,77,38,70,57,63,67,58,36,56,168,170,157,206,169,180,255
"East Marion CDP, New York: Summary level: 160, state:36> place:22447",1673,80694,50943,449,7,14,3,24,15,5,19,15,38,28,33,71,36,37,63,41
"Glens Falls North CDP, New York: Summary level: 160, state:36> place:29338",910,67785,34517,3721,205,257,95,142,136,199,162,210,148,216,287,613,477,220,186,168
"Tannersville village, New York: Summary level: 160, state:36> place:73143",901,52955,26655,346,0,66,9,17,0,11,21,5,18,44,33,18,54,20,30,0
"Painted Post village, New York: Summary level: 160, state:36> place:56088",677,52222,32819,788,45,45,36,45,59,34,38,31,37,87,72,104,73,28,31,23
"Gasport CDP, New York: Summary level: 160, state:36> place:28431",679,47880,22329,564,0,14,63,0,46,30,63,59,46,45,32,103,46,0,17,0
"Lockport city, New York: Summary level: 160, state:36> place:43082",690,43911,25912,8879,717,554,702,422,485,485,582,577,425,671,822,1111,694,201,287,144
"Pelham Manor village, New York: Summary level: 160, state:36> place:57023",2457,163958,73576,1698,60,16,9,40,16,35,15,0,0,28,50,161,189,106,257,716
"Port Chester village, New York: Summary level: 160, state:36> place:59223",1504,65317,29885,9129,381,310,350,542,291,431,239,441,273,893,808,1190,992,638,524,826
"Scarsdale village, New York: Summary level: 160, state:36> place:65431",2965,250001,142739,5590,71,58,50,66,67,12,44,46,56,58,93,231,385,244,332,3777
"Shrub Oak CDP, New York: Summary level: 160, state:36> place:67279",1846,110043,49074,997,0,0,18,64,32,33,0,14,39,105,25,122,153,123,143,126
"Yonkers city, New York: Summary level: 160, state:36> place:84000",1344,62380,33864,74848,6262,3674,3445,3775,3461,2782,2945,2800,2254,4978,6598,8371,6617,4976,5866,6044
"Round Lake village, New York: Summary level: 160, state:36> place:63957",1199,92222,47201,332,12,5,7,1,7,5,3,8,7,32,20,83,63,23,42,14
"Franklin village, New York: Summary level: 160, state:36> place:27221",788,49567,26602,165,2,10,10,7,9,10,4,9,26,11,27,18,7,2,13,0
"Hancock village, New York: Summary level: 160, state:36> place:31940",621,27917,18086,531,43,69,87,41,33,71,27,26,13,18,57,31,4,3,8,0
"Westvale CDP, New York: Summary level: 160, state:36> place:81127",1093,79558,36240,1983,63,17,17,143,75,81,58,35,94,163,168,385,215,170,223,76
"Attica village, New York: Summary level: 160, state:36> place:03001",652,60727,28182,1239,57,66,35,55,37,75,35,25,102,120,166,229,103,56,62,16
"Gainesville village, New York: Summary level: 160, state:36> place:27969",660,49375,20919,101,12,2,1,1,17,6,0,3,10,18,9,16,4,1,0,1
"Amsterdam city, New York: Summary level: 160, state:36> place:02066",779,36326,21135,7238,819,697,511,608,527,335,369,327,299,614,706,544,394,244,180,64
"Airmont village, New York: Summary level: 160, state:36> place:00408",1481,92313,36505,2473,92,55,46,90,152,54,78,23,57,219,154,303,211,211,285,443
"Congers CDP, New York: Summary level: 160, state:36> place:17739",1505,118239,47207,2752,44,39,35,45,46,24,69,125,13,129,173,357,364,297,431,561
"Monsey CDP, New York: Summary level: 160, state:36> place:48010",1433,37103,12382,3989,192,316,618,133,320,328,144,72,116,262,336,396,358,144,97,157
"DeRuyter village, New York: Summary level: 160, state:36> place:20390",543,38611,23257,176,6,19,12,16,18,13,9,12,2,4,17,26,3,8,7,4
"Springville village, New York: Summary level: 160, state:36> place:70442",607,51643,30359,1850,120,139,89,83,110,76,92,50,120,161,189,260,167,96,32,66
"Tonawanda city, New York: Summary level: 160, state:36> place:74166",710,49605,28362,6981,509,487,358,378,360,521,279,372,245,478,832,1046,500,321,254,41
"Canastota village, New York: Summary level: 160, state:36> place:12188",702,59643,26381,1762,111,116,72,68,27,81,83,67,113,150,232,319,139,81,86,17
"Tonawanda CDP, New York: Summary level: 160, state:36> place:74183",839,56588,31731,25793,1331,1175,1186,1385,1203,1350,1212,1323,1072,2254,2913,3773,2494,1558,877,687
"Madison village, New York: Summary level: 160, state:36> place:44424",839,54063,22288,158,4,2,16,4,2,11,10,5,14,16,22,24,16,9,2,1
"West Sand Lake CDP, New York: Summary level: 160, state:36> place:80863",834,87455,39624,1000,0,47,12,17,16,75,0,0,64,27,111,243,89,94,154,51
"Forest Home CDP, New York: Summary level: 160, state:36> place:26561",1159,37188,31759,290,62,0,9,7,42,18,8,4,9,21,37,15,15,8,15,20
"Mayville village, New York: Summary level: 160, state:36> place:46239",517,53000,24399,524,39,27,36,37,27,37,8,27,16,30,69,78,51,16,15,11
"Webster village, New York: Summary level: 160, state:36> place:78960",941,46279,28115,2426,207,137,119,90,171,128,255,62,101,214,200,242,188,166,87,59
"Nichols village, New York: Summary level: 160, state:36> place:51110",683,63750,22097,202,2,21,22,13,0,2,8,8,2,12,27,45,17,20,3,0
"Dexter village, New York: Summary level: 160, state:36> place:20500",513,42500,21762,408,55,26,50,11,26,23,7,12,18,46,33,37,31,11,20,2
"Nassau village, New York: Summary level: 160, state:36> place:49506",756,73889,34853,442,9,23,14,14,6,25,17,17,15,41,52,73,70,25,13,28
"Troy city, New York: Summary level: 160, state:36> place:75484",912,41804,23826,19954,1956,1618,1404,1154,1157,1470,819,901,900,1812,1483,2200,1270,822,583,405
"Glen Cove city, New York: Summary level: 160, state:36> place:29113",1768,78066,40810,9792,601,477,327,406,433,348,304,390,204,426,887,1349,772,645,984,1239
"Johnson City village, New York: Summary level: 160, state:36> place:38748",826,41318,24449,6288,506,497,430,384,429,436,345,391,350,525,501,677,363,208,121,125
"Le Roy village, New York: Summary level: 160, state:36> place:42026",691,53229,27661,1782,77,148,72,99,146,103,130,61,36,158,190,265,135,53,66,43
"Lisle village, New York: Summary level: 160, state:36> place:42642",732,55556,25568,96,5,4,3,3,5,9,7,2,3,16,19,12,6,0,0,2
"Mohawk village, New York: Summary level: 160, state:36> place:47823",662,48068,20938,1034,70,64,115,57,53,43,29,48,72,118,167,155,14,18,11,0
"Port Dickinson village, New York: Summary level: 160, state:36> place:59245",768,54853,28307,770,52,35,17,42,16,30,48,68,21,92,83,116,88,21,31,10
"Millbrook village, New York: Summary level: 160, state:36> place:47273",1123,78125,47595,676,33,39,43,40,35,8,21,14,13,15,69,83,87,28,109,39
"Rhinebeck village, New York: Summary level: 160, state:36> place:61346",1324,52500,41429,1254,54,23,116,23,91,95,106,65,35,47,132,149,106,69,47,96
"Greece CDP, New York: Summary level: 160, state:36> place:30279",865,58146,29547,6305,264,221,323,362,285,324,306,315,263,646,774,985,621,345,150,121
"Nyack village, New York: Summary level: 160, state:36> place:54100",1637,71474,44222,3300,79,97,95,223,314,54,160,141,85,212,311,612,119,181,209,408
"Pearl River CDP, New York: Summary level: 160, state:36> place:56902",1374,115365,51334,5735,128,110,135,173,16,115,69,202,161,203,439,788,559,563,775,1299
"Suffern village, New York: Summary level: 160, state:36> place:71894",1489,85802,40848,4364,218,175,76,67,108,170,171,94,180,277,423,553,789,278,370,415
"Star Lake CDP, New York: Summary level: 160, state:36> place:70849",535,42396,25767,369,23,21,26,23,51,15,14,26,9,68,24,13,29,8,10,9
"Palmyra village, New York: Summary level: 160, state:36> place:56187",750,49393,33243,1471,134,108,43,51,113,100,62,76,57,93,156,231,111,75,38,23
"Elmira Heights village, New York: Summary level: 160, state:36> place:24251",733,43968,29674,1811,137,117,144,104,99,85,117,138,83,162,162,236,156,32,20,19
"Horseheads village, New York: Summary level: 160, state:36> place:35694",985,48149,30062,2998,155,170,92,214,219,238,115,189,184,254,350,289,179,173,95,82
"Wellsburg village, New York: Summary level: 160, state:36> place:79081",917,52250,20982,165,9,0,24,5,16,11,6,5,2,14,17,33,5,5,7,6
"Caledonia village, New York: Summary level: 160, state:36> place:11704",684,52760,28263,935,24,55,61,76,21,43,58,35,33,114,100,145,100,25,31,14
"Lima village, New York: Summary level: 160, state:36> place:42323",648,54977,27520,911,34,34,72,63,25,30,27,30,68,105,74,126,90,60,43,30
"Pleasant Valley CDP, New York: Summary level: 160, state:36> place:58684",1584,56250,33274,662,59,35,45,13,14,14,0,32,0,132,67,135,12,36,57,11
"Spackenkill CDP, New York: Summary level: 160, state:36> place:70035",2190,124338,47616,1389,26,5,10,26,7,45,66,52,0,92,98,101,171,134,236,320
"Claverack-Red Mills CDP, New York: Summary level: 160, state:36> place:16050",-666666666,63304,38162,251,0,0,16,57,0,17,18,0,13,0,14,24,19,0,73,0
"Germantown CDP, New York: Summary level: 160, state:36> place:28761",1080,73516,37966,375,0,27,14,4,15,13,19,8,8,47,42,36,54,22,32,34
"Grand View-on-Hudson village, New York: Summary level: 160, state:36> place:29872",3432,141250,93175,132,5,1,0,0,4,0,1,3,2,0,8,10,27,7,27,37
"Nanuet CDP, New York: Summary level: 160, state:36> place:49407",2102,101500,43781,6382,114,148,215,219,148,170,246,171,270,233,402,816,495,593,1149,993
"Orangeburg CDP, New York: Summary level: 160, state:36> place:55167",957,83786,39943,1406,78,33,78,95,45,74,46,44,21,88,75,85,112,91,247,194
"Spring Valley village, New York: Summary level: 160, state:36> place:70420",1344,43949,21595,9373,955,697,602,406,482,569,498,612,354,597,869,945,551,465,355,416
"Scotchtown CDP, New York: Summary level: 160, state:36> place:65882",1236,72269,31801,3313,158,59,84,101,13,336,155,41,139,225,401,445,403,328,291,134
"Harriman village, New York: Summary level: 160, state:36> place:32325",1560,70481,32727,1065,47,30,5,27,65,46,68,33,26,124,116,133,95,97,83,70
"Kiryas Joel village, New York: Summary level: 160, state:36> place:39853",1184,31925,8930,4089,251,527,424,361,336,306,143,190,136,297,300,332,217,71,122,76
"Orange Lake CDP, New York: Summary level: 160, state:36> place:55189",1720,95340,44694,2314,11,25,100,149,48,81,22,67,29,96,244,355,395,120,378,194
"Waterville village, New York: Summary level: 160, state:36> place:78663",668,57548,28671,633,42,33,41,8,33,28,37,18,38,64,61,83,42,47,48,10
"Ellicottville village, New York: Summary level: 160, state:36> place:24020",732,46250,33296,144,10,1,4,2,10,8,4,27,18,3,9,21,6,17,0,4
"Black River village, New York: Summary level: 160, state:36> place:06794",870,66467,32772,513,23,21,42,15,17,24,19,22,15,37,51,114,28,54,16,15
"Carthage village, New York: Summary level: 160, state:36> place:12683",963,45863,20422,1245,95,128,59,70,56,18,102,61,113,136,180,57,93,37,21,19
"Cragsmoor CDP, New York: Summary level: 160, state:36> place:18762",-666666666,104306,45700,153,0,0,0,0,0,28,0,0,5,0,16,21,63,0,8,12
"High Falls CDP, New York: Summary level: 160, state:36> place:34451",1696,-666666666,23901,269,70,9,39,0,28,0,0,0,9,21,8,62,0,7,4,12
"Delhi village, New York: Summary level: 160, state:36> place:20126",698,39732,16664,779,93,66,108,28,38,33,25,27,27,46,81,82,52,38,26,9
"Morristown village, New York: Summary level: 160, state:36> place:48571",920,66875,31514,128,6,12,2,2,5,6,7,5,4,11,21,19,16,5,1,6
"Keeseville CDP, New York: Summary level: 160, state:36> place:39089",866,46090,23758,1202,63,55,107,73,115,44,54,73,68,100,163,164,70,25,22,6
"Salem CDP, New York: Summary level: 160, state:36> place:64771",708,55500,27053,298,5,27,21,19,2,25,17,15,10,16,57,35,22,11,14,2
"Copake Hamlet CDP, New York: Summary level: 160, state:36> place:18118",1325,106406,49723,97,0,0,19,0,0,0,0,0,0,7,0,18,8,22,14,9
"Wells CDP, New York: Summary level: 160, state:36> place:79048",888,45833,18903,116,4,2,16,8,11,13,0,2,10,8,18,14,1,4,5,0
"Thendara CDP, New York: Summary level: 160, state:36> place:73495",-666666666,-666666666,43989,38,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0
"Randolph CDP, New York: Summary level: 160, state:36> place:60576",546,45625,22128,493,38,43,31,23,20,46,31,9,29,67,70,27,17,23,19,0
"Virgil CDP, New York: Summary level: 160, state:36> place:77585",700,56750,33383,148,0,0,0,0,11,17,4,10,21,14,9,24,18,11,0,9
"Edwards CDP, New York: Summary level: 160, state:36> place:23635",617,46923,18625,162,0,21,11,13,7,4,12,3,13,17,25,17,16,3,0,0
"Taconic Shores CDP, New York: Summary level: 160, state:36> place:73057",-666666666,62321,50312,253,18,21,8,0,0,16,0,16,13,28,7,37,6,44,18,21
"Hermon CDP, New York: Summary level: 160, state:36> place:34165",575,35000,20292,194,17,28,15,15,2,20,19,20,7,7,20,13,4,5,0,2
"Herrings CDP, New York: Summary level: 160, state:36> place:34220",-666666666,-666666666,35861,47,0,0,2,2,6,2,0,0,2,5,6,2,4,15,1,0
"Macedon CDP, New York: Summary level: 160, state:36> place:44149",623,60518,31198,855,53,46,37,20,66,64,38,15,33,47,137,115,92,44,33,15
"Barneveld CDP, New York: Summary level: 160, state:36> place:04528",680,53125,36170,150,7,5,8,5,12,13,4,8,11,8,19,15,13,7,1,14
"Port Henry CDP, New York: Summary level: 160, state:36> place:59333",589,38100,29442,536,18,75,69,22,43,15,45,7,20,37,17,92,26,20,15,15
"West Haverstraw village, New York: Summary level: 160, state:36> place:80203",1419,61506,26979,3071,80,180,52,125,151,152,188,57,127,397,231,456,224,162,233,256
"Tappan CDP, New York: Summary level: 160, state:36> place:73154",2256,108125,51144,2359,38,19,70,51,99,30,8,38,105,140,329,179,256,169,242,586
"Wesley Hills village, New York: Summary level: 160, state:36> place:79174",1819,116570,37058,1508,76,0,34,14,9,27,17,38,18,22,145,249,217,150,213,279
"Norfolk CDP, New York: Summary level: 160, state:36> place:51319",720,41284,21636,660,54,30,71,19,119,10,8,46,10,67,95,60,38,33,0,0
"Poughkeepsie city, New York: Summary level: 160, state:36> place:59641",1096,42296,27067,12627,991,1243,615,889,908,510,848,605,616,904,1116,1330,829,461,358,404
"Tivoli village, New York: Summary level: 160, state:36> place:74023",1276,47308,32790,486,53,47,12,6,37,41,22,13,35,28,30,37,50,27,21,27
"Horseheads North CDP, New York: Summary level: 160, state:36> place:35710",990,67277,30174,1053,91,14,0,34,0,15,0,34,29,198,146,204,147,48,93,0
"Southport CDP, New York: Summary level: 160, state:36> place:69606",772,49722,27320,3236,238,126,214,83,412,155,187,119,87,347,468,365,218,124,41,52
"Yaphank CDP, New York: Summary level: 160, state:36> place:83426",2125,97367,38462,1994,62,10,102,51,24,17,50,39,71,80,242,260,306,207,295,178
"Buchanan village, New York: Summary level: 160, state:36> place:10341",1508,109831,45453,727,11,9,14,24,26,20,9,19,6,46,39,80,132,85,104,103
"Eastchester CDP, New York: Summary level: 160, state:36> place:21809",1792,125152,65939,7817,235,163,87,199,192,225,104,205,189,512,466,605,720,668,1024,2223
"Elmsford village, New York: Summary level: 160, state:36> place:24295",1760,89362,37957,1558,25,48,50,9,48,0,85,32,51,103,197,260,222,103,131,194
"Greenville CDP (Westchester County), New York: Summary level: 160, state:36> place:30642",1563,222115,93183,2282,73,12,7,29,9,0,55,8,16,24,71,126,262,103,188,1299
"Irvington village, New York: Summary level: 160, state:36> place:37803",1533,130919,83550,2413,142,18,154,28,34,0,33,139,33,86,130,128,228,207,218,835
"South Glens Falls village, New York: Summary level: 160, state:36> place:69078",800,45151,27013,1685,112,149,149,71,116,131,21,90,66,160,236,184,104,37,21,38
"Brushton village, New York: Summary level: 160, state:36> place:10286",604,49688,24111,195,25,15,0,9,17,18,0,10,4,19,27,17,25,2,7,0
"Burke village, New York: Summary level: 160, state:36> place:11154",760,63333,22966,92,8,12,5,2,2,0,3,1,0,12,16,24,2,3,2,0
"Amityville village, New York: Summary level: 160, state:36> place:02044",1536,100690,43702,3421,64,152,122,57,71,235,111,35,61,204,209,371,390,307,559,473
"Babylon village, New York: Summary level: 160, state:36> place:03408",1877,127411,56522,4324,74,58,133,82,91,147,99,98,82,165,352,373,381,469,653,1067
"Central Islip CDP, New York: Summary level: 160, state:36> place:13552",1612,68573,26270,9183,409,387,384,326,414,362,374,422,358,544,1060,1239,1064,581,753,506
"Copiague CDP, New York: Summary level: 160, state:36> place:18146",1676,79332,29819,7016,196,134,294,318,318,203,146,278,192,518,708,1076,864,658,656,457
"Coram CDP, New York: Summary level: 160, state:36> place:18157",1969,83279,37819,14685,399,382,511,435,605,352,404,375,562,1137,1348,2501,1981,1253,1169,1271
"East Islip CDP, New York: Summary level: 160, state:36> place:22315",1973,122159,47116,4323,87,99,69,81,44,71,55,138,83,163,310,516,544,329,898,836
"East Northport CDP, New York: Summary level: 160, state:36> place:22612",1931,106479,44152,6983,134,303,147,234,113,172,151,261,143,310,420,807,899,649,1155,1085
"East Quogue CDP, New York: Summary level: 160, state:36> place:22832",1825,86831,46627,1895,58,24,21,56,6,94,79,19,63,172,222,216,240,112,238,275
"Hartsdale CDP, New York: Summary level: 160, state:36> place:32523",1834,89211,65577,2408,120,38,103,54,34,16,112,17,59,151,270,301,169,329,223,412
"Amagansett CDP, New York: Summary level: 160, state:36> place:01594",1750,96389,62711,358,8,14,10,4,15,21,6,4,18,25,22,36,41,44,23,67
"Bayport CDP, New York: Summary level: 160, state:36> place:04913",1679,94058,49524,3205,160,53,52,179,94,46,91,70,125,125,177,478,310,235,456,554
"Centereach CDP, New York: Summary level: 160, state:36> place:13376",1885,105442,38230,9682,256,296,90,211,222,270,291,204,293,514,665,1302,1216,933,1488,1431
"Cold Spring Harbor CDP, New York: Summary level: 160, state:36> place:16958",2884,201875,87504,1714,28,18,10,8,0,62,9,19,27,0,114,136,113,172,135,863
"Elwood CDP, New York: Summary level: 160, state:36> place:24405",2210,110741,45585,3566,83,62,81,95,48,116,77,109,75,152,163,463,511,263,517,751
"Candor village, New York: Summary level: 160, state:36> place:12210",654,51250,24295,274,13,15,24,20,16,21,5,9,11,19,45,43,22,9,1,1
"Crugers CDP, New York: Summary level: 160, state:36> place:19290",1255,39946,38563,789,94,63,30,70,40,75,23,8,44,35,120,56,15,48,21,47
"Golden's Bridge CDP, New York: Summary level: 160, state:36> place:29476",-666666666,137604,81125,696,13,17,0,0,17,0,0,9,19,54,65,31,59,100,78,234
"Hawthorne CDP, New York: Summary level: 160, state:36> place:32842",1510,95759,47054,1618,34,7,60,101,35,58,47,10,40,93,103,271,109,114,210,326
"East Shoreham CDP, New York: Summary level: 160, state:36> place:22980",2515,125625,43817,1984,10,52,11,65,29,8,16,20,18,76,58,285,330,297,320,389
"Halesite CDP, New York: Summary level: 160, state:36> place:31445",-666666666,152500,69637,998,18,9,0,0,10,9,44,0,9,8,106,66,142,66,216,295
"Hampton Bays CDP, New York: Summary level: 160, state:36> place:31896",1712,78344,43446,5502,241,274,210,176,135,332,129,298,155,280,468,712,495,427,479,691
"Holtsville CDP, New York: Summary level: 160, state:36> place:35254",1642,101853,42721,6554,245,197,140,53,152,157,141,186,121,419,494,929,940,549,960,871
"Kings Park CDP, New York: Summary level: 160, state:36> place:39672",1504,103666,48355,6071,179,115,195,190,120,222,215,198,118,343,312,714,616,671,734,1129
"New Hempstead village, New York: Summary level: 160, state:36> place:50353",2061,115281,34769,1295,17,0,11,0,16,0,21,60,23,73,58,231,223,136,197,229
"Seneca Falls CDP, New York: Summary level: 160, state:36> place:66322",771,50918,28730,2664,189,88,254,157,145,251,45,64,121,247,278,375,128,132,78,112
"East Randolph CDP, New York: Summary level: 160, state:36> place:22843",612,30313,15720,189,9,26,22,27,10,12,4,29,0,6,12,14,18,0,0,0
"Perrysburg CDP, New York: Summary level: 160, state:36> place:57287",667,53125,21348,133,14,3,0,0,21,3,13,7,4,10,19,22,11,3,0,3
"Copake Falls CDP, New York: Summary level: 160, state:36> place:18113",739,47788,27621,155,0,22,0,0,0,25,7,22,13,0,0,66,0,0,0,0
"Pierrepont Manor CDP, New York: Summary level: 160, state:36> place:57782",-666666666,49783,14675,52,0,0,0,5,0,0,0,0,23,0,24,0,0,0,0,0
"Piffard CDP, New York: Summary level: 160, state:36> place:57804",-666666666,42063,25570,131,0,8,23,0,10,0,8,20,8,0,25,19,10,0,0,0
"Pike CDP, New York: Summary level: 160, state:36> place:57815",-666666666,34500,19681,110,4,4,3,21,3,22,3,3,16,12,3,16,0,0,0,0
"Pine Valley CDP, New York: Summary level: 160, state:36> place:58189",575,49000,23735,306,58,0,0,0,12,4,33,37,11,27,34,43,36,0,0,11
"Plessis CDP, New York: Summary level: 160, state:36> place:58739",-666666666,88188,21959,43,0,0,0,0,0,0,0,0,0,7,9,20,0,7,0,0
"York Hamlet CDP, New York: Summary level: 160, state:36> place:84035",-666666666,60455,34325,210,6,9,0,0,42,0,7,7,7,23,32,41,21,12,0,3
"Watchtower CDP, New York: Summary level: 160, state:36> place:78487",-666666666,-666666666,4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Water Mill CDP, New York: Summary level: 160, state:36> place:78575",-666666666,111169,98133,759,18,0,46,22,0,16,0,9,12,53,54,99,67,45,70,248
"Brasher Falls CDP, New York: Summary level: 160, state:36> place:07960",695,57895,22960,308,8,5,11,5,4,42,39,0,0,56,79,55,4,0,0,0
"Campbell CDP, New York: Summary level: 160, state:36> place:11935",628,31925,23350,305,26,12,39,37,0,61,0,0,0,17,0,61,42,0,0,10
"Caroga Lake CDP, New York: Summary level: 160, state:36> place:12584",809,48026,31138,268,6,20,8,14,29,24,0,9,39,3,21,24,32,27,4,8
"Central Bridge CDP, New York: Summary level: 160, state:36> place:13530",-666666666,-666666666,14866,108,14,0,0,0,0,46,10,0,0,0,38,0,0,0,0,0
"Chautauqua CDP, New York: Summary level: 160, state:36> place:14058",-666666666,134038,26613,68,0,0,0,0,0,0,10,0,0,0,0,0,8,42,0,8
"Chadwicks CDP, New York: Summary level: 160, state:36> place:13662",705,55137,28294,582,0,34,16,50,44,36,33,59,0,88,36,93,11,26,56,0
"Chenango Bridge CDP, New York: Summary level: 160, state:36> place:15121",794,70729,39894,1097,61,25,27,27,13,58,44,57,17,95,187,138,160,87,63,38
"Clarkson CDP, New York: Summary level: 160, state:36> place:15946",757,68245,32534,1740,91,104,47,60,71,90,39,43,28,186,184,208,247,133,160,49
"Chazy CDP, New York: Summary level: 160, state:36> place:14102",784,98875,33132,191,7,9,0,9,0,0,42,0,16,0,0,17,28,0,63,0
"Chestertown CDP, New York: Summary level: 160, state:36> place:15363",725,48547,26650,263,9,0,0,49,11,12,0,35,37,14,61,25,7,0,3,0
"Clarence CDP, New York: Summary level: 160, state:36> place:15814",563,67500,33962,1054,14,85,54,64,44,77,0,30,29,71,118,81,186,40,84,77
"Colton CDP, New York: Summary level: 160, state:36> place:17398",675,54554,27393,157,16,16,19,0,0,9,3,0,4,21,7,25,3,13,18,3
"Conesus Hamlet CDP, New York: Summary level: 160, state:36> place:17620",942,66736,24097,159,0,23,3,0,0,11,0,6,0,24,40,20,28,0,0,4
"Coopers Plains CDP, New York: Summary level: 160, state:36> place:18036",-666666666,52813,26292,204,14,0,0,9,30,0,15,0,32,27,48,0,29,0,0,0
"Conesus Lake CDP, New York: Summary level: 160, state:36> place:17622",794,79438,51285,1232,42,18,3,55,94,30,48,51,27,128,67,254,131,40,102,142
"Cranberry Lake CDP, New York: Summary level: 160, state:36> place:18817",-666666666,53750,34579,83,6,5,2,6,4,0,5,4,3,9,6,13,7,8,3,2
"Cumminsville CDP, New York: Summary level: 160, state:36> place:19411",-666666666,22031,19933,107,0,47,0,17,9,10,0,8,7,0,9,0,0,0,0,0
"Cuylerville CDP, New York: Summary level: 160, state:36> place:19510",832,53500,31241,136,45,0,0,0,5,5,0,0,6,10,27,19,10,0,9,0
"Crystal Beach CDP, New York: Summary level: 160, state:36> place:19308",-666666666,47262,30241,400,46,0,27,49,9,10,0,40,47,20,30,49,33,12,19,9
"Dalton CDP, New York: Summary level: 160, state:36> place:19587",-666666666,95000,32369,130,10,3,9,3,0,0,0,2,0,16,11,19,9,41,7,0
"Davenport Center CDP, New York: Summary level: 160, state:36> place:19774",900,50000,20077,94,9,0,6,12,0,0,0,20,0,11,0,36,0,0,0,0
"DeKalb Junction CDP, New York: Summary level: 160, state:36> place:20049",515,41750,22874,209,6,5,16,11,31,8,24,10,0,4,29,17,5,16,5,22
"Downsville CDP, New York: Summary level: 160, state:36> place:20852",669,42250,20229,217,10,20,28,11,11,14,10,23,4,28,25,23,5,0,5,0
"Durhamville CDP, New York: Summary level: 160, state:36> place:21226",1257,63382,19487,266,42,0,15,0,14,0,19,0,0,37,52,0,51,26,10,0
"East Avon CDP, New York: Summary level: 160, state:36> place:21600",851,34778,18468,350,21,0,99,0,0,59,52,36,0,28,0,42,13,0,0,0
"Edmeston CDP, New York: Summary level: 160, state:36> place:23602",632,59583,31293,267,7,6,6,6,19,15,26,3,6,42,35,33,35,10,3,15
"Eggertsville CDP, New York: Summary level: 160, state:36> place:23701",882,70304,39404,6447,522,275,177,252,254,251,158,198,233,404,777,1022,670,364,431,459
"Elizabethtown CDP, New York: Summary level: 160, state:36> place:23822",788,46944,27146,262,12,16,14,19,18,18,6,21,9,9,34,41,17,7,8,13
"Erin CDP, New York: Summary level: 160, state:36> place:24625",-666666666,43750,22017,164,7,3,12,9,19,10,5,19,16,14,15,15,8,12,0,0
"Felts Mills CDP, New York: Summary level: 160, state:36> place:25571",1182,39595,19198,167,0,7,0,0,17,0,71,22,0,17,33,0,0,0,0,0
"Fort Covington Hamlet CDP, New York: Summary level: 160, state:36> place:26752",776,48333,20426,502,24,13,33,28,28,24,35,24,72,52,38,66,42,14,6,3
"Fowlerville CDP, New York: Summary level: 160, state:36> place:27133",-666666666,-666666666,24287,58,24,7,0,0,0,0,0,0,0,0,0,9,0,18,0,0
"Freedom Plains CDP, New York: Summary level: 160, state:36> place:27452",1408,99583,41582,166,5,6,5,11,8,0,5,11,10,5,9,9,41,35,6,0
"Fishers Landing CDP, New York: Summary level: 160, state:36> place:25934",-666666666,-666666666,27489,32,0,0,0,5,10,0,4,0,0,0,8,0,0,5,0,0
"Gates CDP, New York: Summary level: 160, state:36> place:28453",1189,62553,28783,2079,29,58,142,7,132,70,121,102,123,185,409,317,213,95,40,36
"Gilgo CDP, New York: Summary level: 160, state:36> place:28990",-666666666,-666666666,80695,72,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8,40
"Worcester CDP, New York: Summary level: 160, state:36> place:83118",1030,43712,23253,364,16,14,20,11,32,28,41,37,15,19,27,34,38,16,10,6
"Glen Aubrey CDP, New York: Summary level: 160, state:36> place:29058",619,56146,26934,115,12,0,0,3,9,0,9,4,5,22,10,30,3,0,4,4
"Grandyle Village CDP, New York: Summary level: 160, state:36> place:29894",1271,70855,36593,1966,55,46,0,72,46,75,204,55,63,233,173,285,293,112,118,136
"Greigsville CDP, New York: Summary level: 160, state:36> place:30807",-666666666,-666666666,27102,113,0,0,0,23,0,19,0,0,8,10,0,9,33,0,11,0
"Belle Terre village, New York: Summary level: 160, state:36> place:05672",-666666666,205000,140188,250,6,0,3,0,0,0,0,3,9,8,9,30,22,16,17,127
"Bellport village, New York: Summary level: 160, state:36> place:05771",1719,105250,63270,823,33,4,21,19,26,21,16,28,16,48,74,85,75,57,104,196
"Center Moriches CDP, New York: Summary level: 160, state:36> place:13420",1744,91020,39504,2753,66,29,35,53,77,122,70,45,48,191,237,544,344,138,357,397
