,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Manhasset Hills CDP, New York: Summary level: 160, state:36> place:44908",880,125000,51522.0,1198,0,38,12,53,18,63,27,19,6,10,110,106,137,169,179,251
"Manlius village, New York: Summary level: 160, state:36> place:45018",799,69868,34388.0,1838,89,29,62,49,83,117,107,116,25,120,194,199,214,200,118,116
"Mannsville village, New York: Summary level: 160, state:36> place:45073",725,58393,22245.0,129,5,1,9,1,7,12,5,10,6,13,11,27,16,5,0,1
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",2001,71446,35686.0,2377,54,44,99,72,143,0,207,33,93,236,257,336,283,69,195,256
"Manorville CDP, New York: Summary level: 160, state:36> place:45139",1438,104736,40199.0,4839,73,156,158,120,117,80,98,149,150,333,372,499,640,380,896,618
"Marathon village, New York: Summary level: 160, state:36> place:45392",493,42031,27518.0,445,16,31,79,37,22,2,16,24,18,14,20,68,22,27,43,6
"Marcellus village, New York: Summary level: 160, state:36> place:45480",726,53378,42713.0,736,31,39,61,31,51,35,38,38,24,50,77,98,76,18,22,47
"Margaretville village, New York: Summary level: 160, state:36> place:45557",638,33214,26563.0,252,29,17,17,23,25,20,13,18,2,16,10,28,13,8,5,8
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",-666666666,92381,35376.0,282,0,0,4,0,5,29,5,32,13,0,13,49,64,48,20,0
"Marion CDP, New York: Summary level: 160, state:36> place:45634",701,44444,23438.0,648,35,54,25,17,55,39,48,53,34,41,107,64,37,19,20,0
"Marlboro CDP, New York: Summary level: 160, state:36> place:45700",974,62828,30747.0,1400,12,30,71,125,132,21,54,70,46,92,182,285,112,69,73,26
"Massapequa CDP, New York: Summary level: 160, state:36> place:45986",2001,122024,48582.0,7207,34,107,139,189,86,165,120,233,225,374,443,761,846,762,1185,1538
"Massapequa Park village, New York: Summary level: 160, state:36> place:45997",1783,109324,40469.0,5500,70,121,168,113,46,155,94,143,204,311,364,733,581,676,957,764
"Massena village, New York: Summary level: 160, state:36> place:46019",625,39480,23048.0,4971,539,344,510,186,356,333,241,319,242,600,427,412,176,98,108,80
"Mastic CDP, New York: Summary level: 160, state:36> place:46074",1589,70195,24635.0,5180,298,199,289,193,160,237,101,235,103,453,585,715,700,361,414,137
"Mastic Beach village, New York: Summary level: 160, state:36> place:46085",1730,66622,23865.0,4827,311,203,307,220,103,198,151,96,164,385,515,727,762,310,277,98
"Matinecock village, New York: Summary level: 160, state:36> place:46107",2001,197188,104238.0,287,6,2,0,2,18,4,1,0,9,2,24,27,16,20,24,132
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",1662,84157,40406.0,1795,12,115,94,43,100,106,20,72,82,79,99,333,210,162,143,125
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",778,46414,21410.0,2669,101,173,218,227,151,125,92,213,131,225,434,323,139,70,17,30
"Maybrook village, New York: Summary level: 160, state:36> place:46162",1040,60625,28195.0,1113,22,83,48,34,75,68,34,47,7,135,97,138,143,95,61,26
"Mayfield village, New York: Summary level: 160, state:36> place:46206",748,44514,26018.0,313,4,3,15,19,21,32,26,40,11,36,25,43,7,10,7,14
"Mayville village, New York: Summary level: 160, state:36> place:46239",498,44398,21648.0,573,25,48,54,24,53,41,17,31,17,49,82,76,35,11,0,10
"Mechanicstown CDP, New York: Summary level: 160, state:36> place:46349",1011,55313,28726.0,2669,173,220,91,218,163,176,107,13,99,162,175,433,230,224,111,74
"Mechanicville city, New York: Summary level: 160, state:36> place:46360",759,37463,22427.0,2357,234,228,236,112,153,116,152,134,62,193,262,246,113,55,40,21
"Medford CDP, New York: Summary level: 160, state:36> place:46404",1605,93621,33176.0,7943,302,150,409,152,325,185,137,151,225,333,642,1380,1228,815,816,693
"Medina village, New York: Summary level: 160, state:36> place:46415",637,40014,21347.0,2409,180,178,198,246,182,147,73,134,98,252,170,309,135,19,48,40
"Melrose Park CDP, New York: Summary level: 160, state:36> place:46503",-666666666,89091,39804.0,904,15,10,24,40,68,32,7,38,0,42,99,227,78,68,81,75
"Melville CDP, New York: Summary level: 160, state:36> place:46514",2001,114877,59571.0,6926,210,170,137,124,143,120,181,127,183,337,445,828,683,444,1043,1751
"Menands village, New York: Summary level: 160, state:36> place:46536",1059,61159,44465.0,1702,119,24,34,153,36,49,81,48,86,189,242,246,74,125,60,136
"Meridian village, New York: Summary level: 160, state:36> place:46646",675,58542,22374.0,113,0,0,6,6,4,26,0,2,3,13,18,26,8,0,1,0
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",1806,135661,55529.0,7033,119,63,83,130,147,41,110,65,65,336,433,670,966,679,1105,2021
"Merritt Park CDP, New York: Summary level: 160, state:36> place:46750",2001,134167,51694.0,476,7,0,0,0,24,17,21,0,3,3,27,66,55,76,127,50
"Mexico village, New York: Summary level: 160, state:36> place:46811",651,49875,24952.0,715,66,23,49,18,67,40,30,32,34,27,89,102,35,46,39,18
"Middleburgh village, New York: Summary level: 160, state:36> place:46866",712,44792,22476.0,695,59,33,58,57,28,51,38,25,15,87,88,64,39,28,19,6
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",1360,69406,33005.0,4058,221,102,157,149,65,242,147,168,243,226,523,667,343,337,354,114
"Middleport village, New York: Summary level: 160, state:36> place:46998",616,53125,24004.0,667,48,34,23,34,37,37,34,40,36,46,120,88,39,27,24,0
"Middletown city, New York: Summary level: 160, state:36> place:47042",1111,53446,23027.0,9506,791,421,724,386,370,518,489,435,355,765,1032,1460,684,444,388,244
"Middleville village, New York: Summary level: 160, state:36> place:47108",792,52539,26217.0,239,4,5,26,20,5,16,19,17,7,41,17,27,14,10,9,2
"Milford village, New York: Summary level: 160, state:36> place:47229",533,42321,27562.0,188,15,8,11,12,14,12,9,18,5,22,23,13,9,12,2,3
"Millbrook village, New York: Summary level: 160, state:36> place:47273",1099,57450,43869.0,701,47,24,39,30,26,52,25,36,28,56,67,84,63,7,55,62
"Miller Place CDP, New York: Summary level: 160, state:36> place:47306",1303,112515,45025.0,3977,38,36,59,142,77,90,62,57,179,231,346,500,417,531,579,633
"Millerton village, New York: Summary level: 160, state:36> place:47361",991,54091,28995.0,312,21,12,21,17,11,18,10,12,20,29,33,27,33,11,23,14
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",2001,164125,132394.0,353,9,13,0,10,0,3,6,2,14,7,14,29,16,36,63,131
"Millport village, New York: Summary level: 160, state:36> place:47427",713,43333,18271.0,118,3,6,19,4,9,6,4,10,6,13,6,20,9,2,1,0
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",1125,84211,33746.0,1228,18,29,84,16,52,65,12,21,59,143,47,219,232,137,50,44
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",872,58947,30532.0,528,6,15,11,54,0,16,7,0,20,159,42,56,53,41,34,14
"Mineola village, New York: Summary level: 160, state:36> place:47636",1465,76604,37450.0,7239,253,84,226,255,287,238,317,356,220,557,754,877,826,796,580,613
"Minetto CDP, New York: Summary level: 160, state:36> place:47680",533,71118,30039.0,377,17,27,10,11,12,11,4,9,18,35,56,69,31,40,23,4
"Mineville CDP, New York: Summary level: 160, state:36> place:47702",1005,46588,16912.0,359,27,6,0,26,46,28,0,23,37,39,68,40,14,5,0,0
"Minoa village, New York: Summary level: 160, state:36> place:47757",802,62926,33394.0,1551,33,99,88,31,29,50,102,126,72,72,221,219,200,87,96,26
"Mohawk village, New York: Summary level: 160, state:36> place:47823",568,38830,19702.0,1114,92,90,93,127,38,61,78,25,71,83,121,156,38,28,13,0
"Accord CDP, New York: Summary level: 160, state:36> place:00155",1014,107257,32901.0,227,18,0,5,39,0,0,0,0,0,0,0,19,36,50,3,57
"Adams village, New York: Summary level: 160, state:36> place:00199",668,43295,24078.0,771,59,65,38,66,57,54,30,24,21,63,110,78,40,32,20,14
"Adams Center CDP, New York: Summary level: 160, state:36> place:00232",777,61094,25434.0,882,64,5,48,33,163,30,0,13,12,66,123,196,66,0,63,0
"Addison village, New York: Summary level: 160, state:36> place:00276",534,55662,23771.0,749,45,46,21,45,44,37,43,31,27,51,128,127,52,25,20,7
"Afton village, New York: Summary level: 160, state:36> place:00342",552,48393,21613.0,423,31,34,29,41,13,23,27,7,11,45,49,57,29,24,3,0
"Airmont village, New York: Summary level: 160, state:36> place:00408",913,91601,38044.0,2719,80,101,148,66,83,33,66,100,89,76,165,522,192,212,320,466
"Akron village, New York: Summary level: 160, state:36> place:00441",750,48398,24412.0,1191,144,31,66,56,104,44,89,38,44,103,143,136,85,39,61,8
"Albany city, New York: Summary level: 160, state:36> place:01000",847,40287,23860.0,39868,4721,3430,2814,2618,2225,2107,1905,1807,1142,3166,3664,4146,2579,1571,1343,630
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",-666666666,86875,37110.0,1764,64,39,31,37,92,143,71,13,54,67,136,197,222,134,251,213
"Albion village, New York: Summary level: 160, state:36> place:01033",635,33924,18117.0,2230,276,174,168,253,139,142,146,62,61,294,224,148,59,46,0,38
"Theresa village, New York: Summary level: 160, state:36> place:73517",942,48286,20842.0,374,29,27,12,9,32,26,15,2,59,23,70,26,17,15,4,8
"Thiells CDP, New York: Summary level: 160, state:36> place:73583",1585,109578,37237.0,1593,39,0,23,60,17,10,10,37,40,43,101,261,274,193,387,98
"Thomaston village, New York: Summary level: 160, state:36> place:73605",2001,124265,65401.0,1014,47,24,31,30,19,9,23,18,51,32,28,73,127,91,85,326
"Thornwood CDP, New York: Summary level: 160, state:36> place:73715",1578,100688,37394.0,1269,23,7,107,22,18,32,6,5,17,133,101,158,154,109,189,188
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",-666666666,-666666666,50898.0,30,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",-666666666,34375,15350.0,67,0,4,10,0,0,26,0,14,0,13,0,0,0,0,0,0
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",785,43813,30040.0,1595,139,58,134,201,97,38,87,72,99,61,193,276,75,12,30,23
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",1471,70917,32111.0,593,21,28,0,7,46,9,8,36,30,43,104,93,77,45,0,46
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",-666666666,104375,45359.0,226,0,0,0,0,13,0,8,8,20,0,36,25,59,23,10,24
"Tivoli village, New York: Summary level: 160, state:36> place:74023",1280,49464,26564.0,412,50,12,11,6,30,34,23,22,21,39,52,44,19,24,18,7
"Tonawanda city, New York: Summary level: 160, state:36> place:74166",623,48062,24275.0,6713,651,374,398,429,298,412,246,397,274,702,830,926,473,216,63,24
"Tonawanda CDP, New York: Summary level: 160, state:36> place:74183",754,53667,28045.0,25439,1331,1135,1379,1505,1376,1132,1239,1489,1257,2390,2894,4032,2095,1043,864,278
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",1040,64603,29088.0,1086,15,0,10,55,87,13,38,29,55,176,150,227,50,103,78,0
"Tribes Hill CDP, New York: Summary level: 160, state:36> place:75341",-666666666,61563,32594.0,464,0,27,10,55,50,0,33,6,0,36,78,13,77,55,24,0
"Troy city, New York: Summary level: 160, state:36> place:75484",823,38991,21583.0,20171,2470,1723,1332,1168,1562,1189,819,895,1033,1384,1780,2134,1215,777,452,238
"Trumansburg village, New York: Summary level: 160, state:36> place:75506",812,41023,30407.0,761,64,55,68,47,47,37,58,40,30,32,35,82,46,29,58,33
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",1763,98060,62655.0,479,31,0,45,34,7,14,0,15,0,13,36,67,39,17,10,151
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",1543,81833,45108.0,2660,80,53,136,34,34,79,60,161,126,273,245,373,245,199,234,328
"Tully village, New York: Summary level: 160, state:36> place:75627",754,36154,22296.0,374,21,13,29,23,36,59,22,31,14,24,34,57,4,4,3,0
"Tupper Lake village, New York: Summary level: 160, state:36> place:75671",585,42574,23164.0,1527,82,107,143,46,125,103,98,109,69,139,137,215,119,5,30,0
"Turin village, New York: Summary level: 160, state:36> place:75682",575,41406,26766.0,75,2,2,7,11,8,2,1,9,0,2,14,5,3,9,0,0
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",-666666666,-666666666,,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"Tuxedo Park village, New York: Summary level: 160, state:36> place:75803",1159,120833,108232.0,226,7,0,2,2,0,0,7,3,4,21,14,13,45,25,27,56
"Unadilla village, New York: Summary level: 160, state:36> place:76001",627,40833,19007.0,440,47,8,18,37,35,38,27,40,29,22,73,44,10,12,0,0
"Uniondale CDP, New York: Summary level: 160, state:36> place:76089",1262,74710,22809.0,5986,351,271,198,200,171,241,215,164,239,439,517,899,628,473,589,391
"Union Springs village, New York: Summary level: 160, state:36> place:76155",463,58077,23561.0,434,40,24,24,8,23,20,13,18,22,35,48,88,44,13,14,0
"Unionville village, New York: Summary level: 160, state:36> place:76210",908,55625,25197.0,197,16,10,7,16,6,10,13,6,13,13,27,32,6,1,10,11
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",1168,23409,4398.0,150,53,0,10,33,0,0,0,0,0,0,0,54,0,0,0,0
"University Gardens CDP, New York: Summary level: 160, state:36> place:76287",976,119737,58958.0,1518,7,27,26,8,45,6,17,21,88,49,207,142,206,150,213,306
"Upper Brookville village, New York: Summary level: 160, state:36> place:76331",665,181477,103875.0,485,40,23,0,4,3,10,0,10,9,24,15,22,27,24,39,235
"Upper Nyack village, New York: Summary level: 160, state:36> place:76386",1404,116827,55786.0,723,17,10,35,8,12,21,19,23,12,29,44,88,55,97,93,160
"Utica city, New York: Summary level: 160, state:36> place:76540",643,30942,17653.0,24041,3518,2251,2140,2102,1693,1433,941,1081,846,2133,1823,2124,991,412,354,199
"Vails Gate CDP, New York: Summary level: 160, state:36> place:76584",1090,41787,25220.0,1505,124,73,201,163,30,62,8,196,102,124,76,97,140,55,19,35
"Valatie village, New York: Summary level: 160, state:36> place:76617",791,44732,23562.0,542,54,41,19,11,32,35,30,52,18,33,31,75,57,31,15,8
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",1683,115938,49797.0,1157,24,8,56,0,44,27,10,21,15,44,90,142,155,105,215,201
"Valley Cottage CDP, New York: Summary level: 160, state:36> place:76661",1564,97780,40579.0,3473,38,56,63,103,51,102,97,85,136,137,318,618,578,334,449,308
"Valley Falls village, New York: Summary level: 160, state:36> place:76672",850,93333,39504.0,202,20,0,5,9,3,6,3,6,3,20,11,24,22,22,32,16
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",1478,85472,31402.0,11373,283,354,397,417,294,348,287,257,250,711,1203,1811,1470,1049,1370,872
"Van Etten village, New York: Summary level: 160, state:36> place:76881",805,50156,25502.0,221,15,24,9,27,3,6,6,3,17,23,24,28,24,6,0,6
"Vernon village, New York: Summary level: 160, state:36> place:77112",644,44688,24611.0,460,25,32,24,38,12,50,9,42,18,24,45,80,46,12,3,0
"Verona CDP, New York: Summary level: 160, state:36> place:77167",-666666666,67308,27325.0,270,0,0,7,15,0,21,30,0,13,19,67,70,16,12,0,0
"Verplanck CDP, New York: Summary level: 160, state:36> place:77211",1158,52051,24923.0,566,40,0,20,77,0,37,18,21,38,104,81,87,7,36,0,0
"Victor village, New York: Summary level: 160, state:36> place:77376",756,62400,28388.0,1016,9,50,46,40,34,59,27,55,81,83,151,128,112,60,47,34
"Victory village, New York: Summary level: 160, state:36> place:77431",811,47083,21203.0,205,6,6,19,12,21,13,11,12,11,20,28,19,17,5,5,0
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",812,52871,36385.0,1939,62,80,59,243,38,96,81,114,80,251,262,178,148,106,66,75
"Village of the Branch village, New York: Summary level: 160, state:36> place:77519",1938,121328,47535.0,561,2,4,15,4,6,12,13,14,8,20,7,106,77,62,76,135
"Viola CDP, New York: Summary level: 160, state:36> place:77574",1338,64417,27329.0,1743,146,154,140,32,45,87,38,57,39,114,50,76,172,103,257,233
"Voorheesville village, New York: Summary level: 160, state:36> place:77684",951,79375,35453.0,1078,15,28,17,18,37,25,32,84,26,107,114,215,115,98,83,64
"Waddington village, New York: Summary level: 160, state:36> place:77728",743,47788,30857.0,365,21,15,15,28,26,47,7,15,20,32,34,42,5,40,9,9
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",2001,107477,42930.0,2777,117,36,39,76,67,45,0,23,175,80,121,361,456,327,457,397
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",-666666666,53393,28785.0,72,0,0,0,0,0,0,0,21,10,14,9,8,10,0,0,0
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",1229,57917,46348.0,287,18,2,17,25,12,6,11,17,16,27,13,33,26,11,18,35
"Walden village, New York: Summary level: 160, state:36> place:77849",864,53396,25719.0,2580,141,279,204,113,91,69,148,59,85,193,271,291,258,198,144,36
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",-666666666,86121,36201.0,320,42,0,0,16,13,0,0,0,11,10,35,117,45,18,0,13
"Wallkill CDP, New York: Summary level: 160, state:36> place:78003",976,71887,31029.0,846,21,21,33,44,26,29,9,69,9,80,95,196,105,57,28,24
"Walton village, New York: Summary level: 160, state:36> place:78036",586,31458,19529.0,1414,47,401,101,85,52,36,95,95,33,53,139,149,76,52,0,0
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",-666666666,135274,37091.0,763,9,11,17,0,20,0,0,22,21,46,76,31,73,160,169,108
"Wampsville village, New York: Summary level: 160, state:36> place:78113",850,61875,30069.0,213,7,19,10,22,10,0,13,0,7,14,41,16,39,7,4,4
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",648,69667,36658.0,1344,0,77,85,52,45,66,87,83,15,97,117,227,169,57,27,140
"Wantagh CDP, New York: Summary level: 160, state:36> place:78146",1569,125257,47409.0,5973,98,104,108,188,132,102,138,78,104,213,425,656,633,734,928,1332
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",1072,47148,26265.0,2180,50,167,52,130,78,110,104,344,77,180,218,276,166,102,117,9
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",809,44919,25007.0,1300,95,47,53,126,33,134,38,125,88,80,183,155,71,10,23,39
"Warsaw village, New York: Summary level: 160, state:36> place:78333",630,37270,20461.0,1555,199,83,191,128,105,27,64,106,69,205,76,164,62,55,21,0
"Warwick village, New York: Summary level: 160, state:36> place:78355",974,62102,36417.0,2942,230,139,117,200,171,64,126,18,45,287,348,408,251,112,192,234
"Washington Heights CDP, New York: Summary level: 160, state:36> place:78421",1440,70778,29930.0,637,0,0,41,0,30,48,33,16,22,59,118,80,26,93,26,45
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",922,54236,31688.0,407,85,0,0,14,30,9,16,0,17,71,47,49,26,0,0,43
"Washingtonville village, New York: Summary level: 160, state:36> place:78465",888,78884,35275.0,2105,83,72,132,124,63,88,38,46,47,148,172,285,457,119,151,80
"Watchtower CDP, New York: Summary level: 160, state:36> place:78487",-666666666,-666666666,6253.0,34,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
"Waterford village, New York: Summary level: 160, state:36> place:78520",800,50536,27474.0,983,39,32,22,72,87,78,27,53,77,66,114,188,73,31,17,7
"Waterloo village, New York: Summary level: 160, state:36> place:78553",623,48214,23777.0,2044,85,140,208,69,109,81,122,149,84,181,216,315,154,71,60,0
"Water Mill CDP, New York: Summary level: 160, state:36> place:78575",1583,140667,85024.0,812,23,12,0,0,0,32,52,24,0,86,44,34,73,37,67,328
"Watertown city, New York: Summary level: 160, state:36> place:78608",780,38004,21665.0,11687,1231,966,883,718,901,700,688,701,510,1036,1258,933,564,260,173,165
"Waterville village, New York: Summary level: 160, state:36> place:78663",613,43750,26292.0,601,52,37,68,52,30,20,15,36,15,52,59,65,31,24,21,24
"Watervliet city, New York: Summary level: 160, state:36> place:78674",846,42215,25423.0,4860,377,202,432,336,253,377,321,220,298,415,468,628,316,124,71,22
"Watkins Glen village, New York: Summary level: 160, state:36> place:78696",549,37083,23731.0,885,48,41,108,77,124,27,29,40,49,63,100,88,33,45,7,6
"Waverly village, New York: Summary level: 160, state:36> place:78806",599,41500,24469.0,1854,163,126,121,180,154,136,35,31,59,197,243,184,124,71,13,17
"Wayland village, New York: Summary level: 160, state:36> place:78850",614,37344,21368.0,694,30,79,63,54,59,47,46,30,14,67,83,64,40,8,8,2
"Webster village, New York: Summary level: 160, state:36> place:78960",741,35326,21595.0,2461,145,219,225,272,157,200,167,134,155,277,153,112,80,142,11,12
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",-666666666,-666666666,20342.0,14,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0
"Weedsport village, New York: Summary level: 160, state:36> place:79015",633,54771,27172.0,749,11,47,49,49,25,28,33,30,36,109,67,127,93,30,10,5
"Wellsburg village, New York: Summary level: 160, state:36> place:79081",525,30893,21058.0,233,31,26,5,8,44,9,2,18,17,6,15,30,2,13,7,0
"Wellsville village, New York: Summary level: 160, state:36> place:79092",578,38269,25484.0,2052,188,317,107,164,125,84,59,156,50,137,159,248,155,32,28,43
"Wesley Hills village, New York: Summary level: 160, state:36> place:79174",1728,103566,40583.0,1569,13,0,0,50,45,45,32,42,27,156,126,150,236,116,185,346
"West Babylon CDP, New York: Summary level: 160, state:36> place:79246",1490,82129,32074.0,14218,330,432,370,520,561,442,274,320,538,974,1523,2426,1901,1272,1469,866
"West Bay Shore CDP, New York: Summary level: 160, state:36> place:79301",2001,98425,44684.0,1656,37,15,52,16,31,14,45,0,30,89,196,349,123,177,239,243
"Westbury village, New York: Summary level: 160, state:36> place:79444",1457,85880,35518.0,4927,157,68,75,236,229,170,165,111,181,292,381,761,484,520,578,519
"West Carthage village, New York: Summary level: 160, state:36> place:79499",1000,42207,21580.0,801,87,40,65,46,55,34,32,75,51,63,119,62,32,34,0,6
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",-666666666,63365,20199.0,249,40,0,0,0,8,31,6,6,0,10,61,70,11,6,0,0
"West Elmira CDP, New York: Summary level: 160, state:36> place:79785",1286,79864,48345.0,2133,16,8,103,54,43,49,179,80,139,121,152,280,328,170,219,192
"West End CDP, New York: Summary level: 160, state:36> place:79796",724,50607,29748.0,791,15,56,93,43,0,73,41,44,22,105,83,110,36,36,16,18
"Westfield village, New York: Summary level: 160, state:36> place:79939",499,42917,21454.0,1462,53,82,147,125,68,111,123,77,127,149,129,131,61,22,41,16
"West Glens Falls CDP, New York: Summary level: 160, state:36> place:80082",1052,49736,26214.0,2857,194,116,112,100,246,193,126,176,177,271,349,290,233,108,111,55
"Westhampton CDP, New York: Summary level: 160, state:36> place:80170",1789,96367,49113.0,1127,29,25,29,38,48,46,34,59,62,24,54,130,116,85,168,180
"Westhampton Beach village, New York: Summary level: 160, state:36> place:80181",1733,77381,58016.0,952,20,51,35,50,29,12,74,39,26,45,75,140,122,71,46,117
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",-666666666,126250,90877.0,20,0,0,2,0,0,0,2,0,0,0,0,1,4,2,5,4
"West Haverstraw village, New York: Summary level: 160, state:36> place:80203",1384,81941,25643.0,2989,89,52,139,157,53,115,74,124,72,253,228,629,394,314,204,92
"West Hempstead CDP, New York: Summary level: 160, state:36> place:80225",1548,97228,37101.0,5912,236,122,132,218,198,153,146,241,167,357,359,716,681,587,942,657
"West Hills CDP, New York: Summary level: 160, state:36> place:80258",1797,109905,54818.0,1991,91,0,114,29,18,56,42,74,57,120,117,136,321,168,291,357
"West Hurley CDP, New York: Summary level: 160, state:36> place:80291",1325,56226,34679.0,919,15,32,16,41,29,89,37,53,94,105,72,134,84,57,45,16
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",1282,103789,38933.0,8883,193,112,196,261,218,137,236,268,253,415,878,1080,1154,980,1373,1129
"Westmere CDP, New York: Summary level: 160, state:36> place:80423",1081,74957,40635.0,3065,70,149,91,43,91,104,219,203,26,315,223,396,412,258,306,159
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",-666666666,80108,25205.0,111,0,0,0,24,0,0,0,0,14,15,0,58,0,0,0,0
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",1363,103809,47198.0,1129,16,0,0,45,22,57,25,23,26,77,118,71,164,81,131,273
"Weston Mills CDP, New York: Summary level: 160, state:36> place:80632",475,48958,29079.0,607,43,99,21,18,16,17,7,74,11,28,48,145,38,16,18,8
"West Point CDP, New York: Summary level: 160, state:36> place:80747",2001,98555,20447.0,685,8,5,0,0,0,29,11,30,20,55,116,87,73,112,68,71
"Westport CDP, New York: Summary level: 160, state:36> place:80764",836,39679,23682.0,209,34,3,0,19,18,0,35,16,18,14,12,18,6,0,13,3
"West Sand Lake CDP, New York: Summary level: 160, state:36> place:80863",682,88419,37385.0,997,54,0,0,21,33,53,28,22,0,102,85,197,65,137,151,49
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",1367,98594,40228.0,1637,38,46,34,23,39,35,46,68,39,25,163,276,221,74,289,221
"West Seneca CDP, New York: Summary level: 160, state:36> place:80907",743,56762,28008.0,18726,702,696,1186,1060,777,961,865,1004,879,1737,2334,2797,1840,910,731,247
"Westvale CDP, New York: Summary level: 160, state:36> place:81127",-666666666,68594,35083.0,2036,44,22,135,86,108,75,36,72,102,165,238,335,221,222,62,113
"West Valley CDP, New York: Summary level: 160, state:36> place:81138",529,36250,19114.0,200,5,12,5,42,27,6,11,24,0,5,22,9,24,8,0,0
"West Winfield village, New York: Summary level: 160, state:36> place:81292",486,57868,24898.0,317,25,32,19,14,10,15,8,19,7,24,48,49,23,15,6,3
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",1786,93092,31776.0,1461,40,11,55,11,28,74,29,23,73,115,107,194,196,149,190,166
"Whitehall village, New York: Summary level: 160, state:36> place:81622",760,36941,20053.0,1227,108,87,107,118,88,69,80,35,83,125,129,117,34,7,29,11
"White Plains city, New York: Summary level: 160, state:36> place:81677",1460,80701,45122.0,22085,789,1133,791,883,662,809,727,1018,500,1261,1833,2872,1914,1519,2254,3120
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",609,46779,24290.0,1703,155,130,58,145,55,65,36,147,190,133,230,199,48,52,44,16
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",665,44632,21979.0,347,12,32,18,27,27,40,3,17,14,20,33,45,33,8,18,0
"Williamson CDP, New York: Summary level: 160, state:36> place:82029",628,46118,23733.0,967,16,50,63,42,19,59,151,75,79,83,99,98,86,22,12,13
"Williamsville village, New York: Summary level: 160, state:36> place:82084",877,60451,38890.0,2570,155,137,85,92,38,142,118,83,109,315,320,398,150,126,180,122
"Williston Park village, New York: Summary level: 160, state:36> place:82117",1702,109734,42802.0,2580,44,62,70,69,52,44,53,103,130,118,162,240,379,320,294,440
"Willsboro CDP, New York: Summary level: 160, state:36> place:82260",682,38854,22227.0,314,46,0,47,10,0,18,58,7,31,2,35,29,26,5,0,0
"Wilmington CDP, New York: Summary level: 160, state:36> place:82304",700,51250,27669.0,392,15,20,30,16,24,18,10,10,44,35,51,61,23,19,9,7
"Wilson village, New York: Summary level: 160, state:36> place:82359",430,50234,28785.0,517,23,43,39,31,12,30,8,39,32,36,21,99,35,30,26,13
