,Total,Income in the past 12 months below the poverty level,Income in the past 12 months below the poverty level!!Enrolled in school,"Income in the past 12 months below the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months at or above the poverty level,Income in the past 12 months at or above the poverty level!!Enrolled in school,"Income in the past 12 months at or above the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months below poverty level:!!Male:!!Under 5 years,Income in the past 12 months below poverty level:!!Female:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years
"Melrose Park CDP, New York: Summary level: 160, state:36> place:46503",2184,97,53,0,2087,488,24,0,0,16,16
"Melville CDP, New York: Summary level: 160, state:36> place:46514",18892,979,204,15,17913,5242,240,15,16,420,327
"Menands village, New York: Summary level: 160, state:36> place:46536",3862,353,217,0,3509,987,42,0,0,110,91
"Meridian village, New York: Summary level: 160, state:36> place:46646",308,29,12,0,279,62,7,0,0,7,3
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",20707,473,100,11,20234,5674,290,0,22,383,538
"Merritt Park CDP, New York: Summary level: 160, state:36> place:46750",1106,7,0,0,1099,264,57,0,0,102,57
"Mexico village, New York: Summary level: 160, state:36> place:46811",1811,253,77,0,1558,476,25,56,47,25,23
"Middleburgh village, New York: Summary level: 160, state:36> place:46866",1626,286,68,0,1340,318,9,29,13,21,15
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",9010,610,128,13,8400,1665,68,23,22,474,225
"Middleport village, New York: Summary level: 160, state:36> place:46998",1631,153,60,9,1478,366,14,18,3,52,49
"Middletown city, New York: Summary level: 160, state:36> place:47042",26355,4636,1852,105,21719,5659,371,188,471,738,607
"Middleville village, New York: Summary level: 160, state:36> place:47108",549,53,25,0,496,86,10,0,0,8,13
"Milford village, New York: Summary level: 160, state:36> place:47229",392,42,6,0,350,45,4,5,0,0,4
"Millbrook village, New York: Summary level: 160, state:36> place:47273",1446,175,64,6,1271,242,40,6,10,33,35
"Miller Place CDP, New York: Summary level: 160, state:36> place:47306",11313,334,156,0,10979,3426,319,51,0,246,307
"Millerton village, New York: Summary level: 160, state:36> place:47361",779,99,38,16,680,198,0,8,0,0,7
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",898,12,3,0,886,186,18,0,0,23,12
"Millport village, New York: Summary level: 160, state:36> place:47427",319,85,26,8,234,31,4,7,15,10,2
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",3073,205,62,0,2868,844,64,0,0,110,73
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",1306,122,47,0,1184,277,31,0,0,15,46
"Mineola village, New York: Summary level: 160, state:36> place:47636",18259,986,238,0,17273,4202,306,0,90,568,338
"Minetto CDP, New York: Summary level: 160, state:36> place:47680",911,121,12,0,790,198,14,28,52,14,0
"Mineville CDP, New York: Summary level: 160, state:36> place:47702",940,160,82,0,780,101,38,13,6,0,47
"Minoa village, New York: Summary level: 160, state:36> place:47757",3223,114,18,0,3109,756,58,0,16,78,151
"Mohawk village, New York: Summary level: 160, state:36> place:47823",2559,388,127,21,2171,481,7,40,20,39,69
"Accord CDP, New York: Summary level: 160, state:36> place:00155",831,144,64,0,687,325,0,38,0,10,0
"Adams village, New York: Summary level: 160, state:36> place:00199",1712,211,28,0,1501,410,16,12,0,39,21
"Adams Center CDP, New York: Summary level: 160, state:36> place:00232",2147,194,22,0,1953,416,78,0,0,0,217
"Addison village, New York: Summary level: 160, state:36> place:00276",1773,186,64,0,1587,470,5,23,0,29,39
"Afton village, New York: Summary level: 160, state:36> place:00342",1002,175,79,10,827,203,15,12,19,26,10
"Airmont village, New York: Summary level: 160, state:36> place:00408",8157,558,224,23,7599,2302,101,37,54,248,143
"Akron village, New York: Summary level: 160, state:36> place:00441",2798,300,72,0,2498,698,16,0,43,21,45
"Albany city, New York: Summary level: 160, state:36> place:01000",85524,21287,10061,391,64237,15594,593,683,1123,1715,1554
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",5167,148,0,0,5019,1322,62,0,0,56,119
"Albion village, New York: Summary level: 160, state:36> place:01033",5103,1079,256,31,4024,819,47,68,62,235,150
"Theresa village, New York: Summary level: 160, state:36> place:73517",933,92,12,2,841,247,11,0,15,59,0
"Thiells CDP, New York: Summary level: 160, state:36> place:73583",5097,248,43,0,4849,1388,40,0,0,105,145
"Thomaston village, New York: Summary level: 160, state:36> place:73605",2573,101,6,0,2472,679,79,0,0,103,43
"Thornwood CDP, New York: Summary level: 160, state:36> place:73715",3891,198,50,0,3693,962,55,0,0,147,184
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",45,0,0,0,45,0,0,0,0,0,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",162,0,0,0,162,48,0,0,0,0,12
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",3256,487,84,0,2769,484,72,24,92,57,26
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",1492,79,33,0,1413,282,0,0,0,44,23
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",527,14,0,0,513,90,0,0,0,0,0
"Tivoli village, New York: Summary level: 160, state:36> place:74023",970,207,168,0,763,198,3,0,0,12,10
"Tonawanda city, New York: Summary level: 160, state:36> place:74166",14465,1734,331,29,12731,2582,121,93,161,340,287
"Tonawanda CDP, New York: Summary level: 160, state:36> place:74183",56591,5638,2123,61,50953,11555,621,109,172,985,926
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",2763,297,69,0,2466,468,0,0,0,23,22
"Tribes Hill CDP, New York: Summary level: 160, state:36> place:75341",1012,9,0,0,1003,251,24,0,0,0,0
"Troy city, New York: Summary level: 160, state:36> place:75484",43475,11867,5339,361,31608,6931,341,816,871,1089,544
"Trumansburg village, New York: Summary level: 160, state:36> place:75506",1741,424,153,16,1317,214,9,16,0,22,17
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",1207,92,32,0,1115,175,17,0,4,20,6
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",6270,360,192,0,5910,1408,111,0,0,117,244
"Tully village, New York: Summary level: 160, state:36> place:75627",767,126,53,0,641,128,5,3,0,11,13
"Tupper Lake village, New York: Summary level: 160, state:36> place:75671",3269,527,142,0,2742,636,23,55,0,84,67
"Turin village, New York: Summary level: 160, state:36> place:75682",145,7,0,0,138,22,0,0,0,6,0
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",18,0,0,0,18,0,0,0,0,0,0
"Tuxedo Park village, New York: Summary level: 160, state:36> place:75803",543,16,7,0,527,124,6,0,0,15,12
"Unadilla village, New York: Summary level: 160, state:36> place:76001",1004,93,1,0,911,246,5,0,10,18,44
"Uniondale CDP, New York: Summary level: 160, state:36> place:76089",22889,2495,1081,0,20394,5688,160,78,29,596,638
"Union Springs village, New York: Summary level: 160, state:36> place:76155",1099,118,19,3,981,269,10,0,0,24,11
"Unionville village, New York: Summary level: 160, state:36> place:76210",481,26,0,0,455,119,8,0,0,20,29
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",321,95,95,0,226,164,0,0,0,0,0
"University Gardens CDP, New York: Summary level: 160, state:36> place:76287",3853,7,0,0,3846,956,35,0,0,76,43
"Upper Brookville village, New York: Summary level: 160, state:36> place:76331",1386,126,20,0,1260,253,20,0,0,42,16
"Upper Nyack village, New York: Summary level: 160, state:36> place:76386",1924,101,20,0,1823,476,34,8,0,33,69
"Utica city, New York: Summary level: 160, state:36> place:76540",56653,16317,6564,517,40336,9585,510,1095,1150,1275,1024
"Vails Gate CDP, New York: Summary level: 160, state:36> place:76584",3282,468,164,0,2814,763,32,12,0,22,41
"Valatie village, New York: Summary level: 160, state:36> place:76617",1299,214,67,0,1085,309,14,4,0,39,48
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",3033,66,24,0,2967,793,45,0,0,94,90
"Valley Cottage CDP, New York: Summary level: 160, state:36> place:76661",9017,540,139,0,8477,1992,160,0,0,323,260
"Valley Falls village, New York: Summary level: 160, state:36> place:76672",486,21,0,0,465,106,0,5,0,5,10
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",36026,2982,1194,44,33044,8340,637,138,147,1007,1107
"Van Etten village, New York: Summary level: 160, state:36> place:76881",540,104,36,0,436,105,0,10,3,2,5
"Vernon village, New York: Summary level: 160, state:36> place:77112",1011,124,44,0,887,192,5,3,0,3,6
"Verona CDP, New York: Summary level: 160, state:36> place:77167",670,1,0,0,669,164,15,0,0,0,15
"Verplanck CDP, New York: Summary level: 160, state:36> place:77211",1200,100,20,0,1100,272,6,0,0,21,66
"Victor village, New York: Summary level: 160, state:36> place:77376",2572,120,48,0,2452,743,68,22,5,87,127
"Victory village, New York: Summary level: 160, state:36> place:77431",537,69,28,12,468,129,17,6,6,10,12
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",3609,444,217,0,3165,390,15,36,0,152,76
"Village of the Branch village, New York: Summary level: 160, state:36> place:77519",1777,62,13,0,1715,540,35,0,0,24,64
"Viola CDP, New York: Summary level: 160, state:36> place:77574",6433,1405,815,37,5028,2032,65,179,102,130,105
"Voorheesville village, New York: Summary level: 160, state:36> place:77684",2706,113,25,25,2593,683,40,16,0,84,78
"Waddington village, New York: Summary level: 160, state:36> place:77728",742,77,25,0,665,114,6,0,4,14,0
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",7534,260,15,0,7274,1844,269,0,0,433,154
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",164,0,0,0,164,43,0,0,0,0,0
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",651,102,12,0,549,72,4,0,9,0,10
"Walden village, New York: Summary level: 160, state:36> place:77849",6627,1022,307,0,5605,1707,60,137,27,126,204
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",729,42,0,0,687,298,22,0,0,0,22
"Wallkill CDP, New York: Summary level: 160, state:36> place:78003",1965,59,9,0,1906,583,11,8,0,82,77
"Walton village, New York: Summary level: 160, state:36> place:78036",3099,702,163,22,2397,440,0,25,60,40,16
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",2585,73,29,0,2512,958,39,0,0,60,45
"Wampsville village, New York: Summary level: 160, state:36> place:78113",481,31,4,0,450,92,0,14,0,0,5
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",3220,34,0,0,3186,706,12,0,0,0,14
"Wantagh CDP, New York: Summary level: 160, state:36> place:78146",18261,522,183,3,17739,5123,281,11,3,308,389
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",5053,558,116,0,4495,1214,0,34,31,97,22
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",2864,361,84,30,2503,541,94,12,25,150,22
"Warsaw village, New York: Summary level: 160, state:36> place:78333",3230,555,141,0,2675,588,45,28,40,55,85
"Warwick village, New York: Summary level: 160, state:36> place:78355",6306,423,55,0,5883,1392,105,63,0,281,84
"Washington Heights CDP, New York: Summary level: 160, state:36> place:78421",1754,104,0,0,1650,291,27,0,0,48,11
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",846,218,212,0,628,31,0,0,0,47,14
"Washingtonville village, New York: Summary level: 160, state:36> place:78465",5795,373,95,25,5422,1404,86,0,0,49,93
"Watchtower CDP, New York: Summary level: 160, state:36> place:78487",2507,2079,14,0,428,0,0,0,0,0,0
"Waterford village, New York: Summary level: 160, state:36> place:78520",2078,140,23,0,1938,463,6,0,21,37,27
"Waterloo village, New York: Summary level: 160, state:36> place:78553",4637,471,113,0,4166,998,58,14,33,63,126
"Water Mill CDP, New York: Summary level: 160, state:36> place:78575",1810,66,0,0,1744,378,0,0,0,17,7
"Watertown city, New York: Summary level: 160, state:36> place:78608",25203,4899,1366,173,20304,4964,386,457,427,879,800
"Waterville village, New York: Summary level: 160, state:36> place:78663",1474,229,61,9,1245,227,12,10,25,44,7
"Watervliet city, New York: Summary level: 160, state:36> place:78674",9709,1422,543,49,8287,1724,46,101,94,283,177
"Watkins Glen village, New York: Summary level: 160, state:36> place:78696",1737,228,15,2,1509,243,0,24,16,10,35
"Waverly village, New York: Summary level: 160, state:36> place:78806",3955,686,163,14,3269,672,49,11,88,135,158
"Wayland village, New York: Summary level: 160, state:36> place:78850",1492,253,97,11,1239,288,16,18,6,32,11
"Webster village, New York: Summary level: 160, state:36> place:78960",5218,1228,456,20,3990,982,16,163,143,84,23
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",19,0,0,0,19,0,0,0,0,0,0
"Weedsport village, New York: Summary level: 160, state:36> place:79015",1747,114,33,0,1633,404,20,7,0,35,32
"Wellsburg village, New York: Summary level: 160, state:36> place:79081",520,95,22,0,425,74,0,2,3,4,6
"Wellsville village, New York: Summary level: 160, state:36> place:79092",4431,1051,240,0,3380,780,41,38,29,36,52
"Wesley Hills village, New York: Summary level: 160, state:36> place:79174",5394,196,104,29,5198,1887,243,51,28,208,247
"West Babylon CDP, New York: Summary level: 160, state:36> place:79246",41834,2396,771,40,39438,10178,436,11,57,943,860
"West Bay Shore CDP, New York: Summary level: 160, state:36> place:79301",4345,93,24,0,4252,825,104,0,0,161,250
"Westbury village, New York: Summary level: 160, state:36> place:79444",14455,759,178,0,13696,3374,99,0,17,394,367
"West Carthage village, New York: Summary level: 160, state:36> place:79499",1733,347,158,0,1386,357,6,16,15,77,30
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",717,174,89,19,543,104,0,19,0,23,8
"West Elmira CDP, New York: Summary level: 160, state:36> place:79785",4783,78,42,0,4705,946,90,43,0,199,144
"West End CDP, New York: Summary level: 160, state:36> place:79796",1615,102,0,0,1513,299,0,0,0,0,0
"Westfield village, New York: Summary level: 160, state:36> place:79939",3256,336,93,21,2920,596,11,48,55,30,94
"West Glens Falls CDP, New York: Summary level: 160, state:36> place:80082",6705,935,295,0,5770,1390,79,77,100,214,104
"Westhampton CDP, New York: Summary level: 160, state:36> place:80170",2602,98,6,0,2504,548,13,0,0,20,47
"Westhampton Beach village, New York: Summary level: 160, state:36> place:80181",2014,182,26,0,1832,331,27,14,0,32,38
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",39,2,0,0,37,2,0,0,0,0,0
"West Haverstraw village, New York: Summary level: 160, state:36> place:80203",9733,1131,415,0,8602,2368,173,44,101,224,303
"West Hempstead CDP, New York: Summary level: 160, state:36> place:80225",17852,1259,537,14,16593,4778,276,10,15,451,579
"West Hills CDP, New York: Summary level: 160, state:36> place:80258",4974,128,12,0,4846,1126,86,5,5,151,115
"West Hurley CDP, New York: Summary level: 160, state:36> place:80291",1901,65,0,0,1836,273,0,0,0,0,11
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",26555,913,332,8,25642,7136,411,0,16,668,638
"Westmere CDP, New York: Summary level: 160, state:36> place:80423",6696,844,368,12,5852,1275,69,13,0,167,77
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",272,74,31,0,198,0,0,15,0,0,0
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",3142,155,33,17,2987,842,130,33,50,70,119
"Weston Mills CDP, New York: Summary level: 160, state:36> place:80632",1236,135,32,0,1101,193,0,0,0,0,10
"West Point CDP, New York: Summary level: 160, state:36> place:80747",2291,84,34,4,2207,990,129,0,24,201,170
"Westport CDP, New York: Summary level: 160, state:36> place:80764",493,55,3,0,438,82,3,0,0,5,3
"West Sand Lake CDP, New York: Summary level: 160, state:36> place:80863",2460,57,0,0,2403,411,34,0,0,113,213
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",4662,136,30,0,4526,1309,91,0,0,55,159
"West Seneca CDP, New York: Summary level: 160, state:36> place:80907",42978,2795,938,45,40183,8836,457,110,248,989,1015
"Westvale CDP, New York: Summary level: 160, state:36> place:81127",4814,182,83,0,4632,1090,143,0,0,95,134
"West Valley CDP, New York: Summary level: 160, state:36> place:81138",521,112,70,0,409,106,0,0,0,5,13
"West Winfield village, New York: Summary level: 160, state:36> place:81292",681,64,11,0,617,139,22,8,0,33,37
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",5179,259,62,0,4920,1653,117,7,23,127,135
"Whitehall village, New York: Summary level: 160, state:36> place:81622",2768,753,303,25,2015,311,5,27,15,78,17
"White Plains city, New York: Summary level: 160, state:36> place:81677",54072,4817,1786,138,49255,11165,717,307,188,1244,1385
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",3549,496,168,16,3053,677,0,34,63,37,147
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",911,238,122,0,673,131,6,10,0,7,25
"Williamson CDP, New York: Summary level: 160, state:36> place:82029",2249,220,32,0,2029,442,21,9,17,88,31
"Williamsville village, New York: Summary level: 160, state:36> place:82084",4984,450,141,0,4534,912,27,0,0,104,78
"Williston Park village, New York: Summary level: 160, state:36> place:82117",7089,242,90,0,6847,1756,197,0,0,214,189
"Willsboro CDP, New York: Summary level: 160, state:36> place:82260",610,109,35,10,501,30,0,11,21,3,17
"Wilmington CDP, New York: Summary level: 160, state:36> place:82304",874,94,30,0,780,184,0,4,8,4,8
"Wilson village, New York: Summary level: 160, state:36> place:82359",1181,181,69,0,1000,199,5,3,0,14,14
"Windham CDP, New York: Summary level: 160, state:36> place:82469",470,90,24,0,380,3,0,0,0,0,0
"Windsor village, New York: Summary level: 160, state:36> place:82524",824,119,46,4,705,153,5,4,4,8,26
"Winthrop CDP, New York: Summary level: 160, state:36> place:82612",267,64,0,0,203,0,0,0,0,0,0
"Witherbee CDP, New York: Summary level: 160, state:36> place:82656",421,43,43,0,378,158,0,23,0,6,0
"Wolcott village, New York: Summary level: 160, state:36> place:82678",1344,362,100,10,982,201,5,10,37,13,11
"Woodbury CDP, New York: Summary level: 160, state:36> place:82744",7613,212,42,0,7401,1812,156,0,0,224,191
"Woodbury village, New York: Summary level: 160, state:36> place:82750",10189,561,292,41,9628,2890,211,10,31,435,222
"Woodmere CDP, New York: Summary level: 160, state:36> place:82942",16375,710,368,20,15665,5337,353,17,26,560,441
"Woodridge village, New York: Summary level: 160, state:36> place:82953",891,149,24,0,742,161,0,6,0,29,0
"Woodsburgh village, New York: Summary level: 160, state:36> place:82986",699,32,13,0,667,186,8,0,0,14,0
"Woodstock CDP, New York: Summary level: 160, state:36> place:83041",2214,209,34,0,2005,325,18,0,0,18,25
"Woodsville CDP, New York: Summary level: 160, state:36> place:83063",46,23,6,0,23,0,0,6,0,0,0
"Worcester CDP, New York: Summary level: 160, state:36> place:83118",1445,112,19,5,1333,328,0,0,10,0,19
"Wurtsboro village, New York: Summary level: 160, state:36> place:83272",930,132,18,11,798,139,11,13,19,9,23
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",9986,1710,732,26,8276,2237,160,70,163,188,389
"Wynantskill CDP, New York: Summary level: 160, state:36> place:83349",2903,83,8,0,2820,618,18,0,0,43,166
"Wyoming village, New York: Summary level: 160, state:36> place:83371",348,33,12,0,315,63,2,2,2,5,17
"Yaphank CDP, New York: Summary level: 160, state:36> place:83426",4674,516,150,4,4158,1151,59,4,0,130,158
"Yonkers city, New York: Summary level: 160, state:36> place:84000",186580,27969,9760,672,158611,37347,2135,2120,1581,4776,4846
"York Hamlet CDP, New York: Summary level: 160, state:36> place:84035",726,10,0,0,716,286,0,0,0,0,0
"Yorkshire CDP, New York: Summary level: 160, state:36> place:84044",1009,198,60,0,811,131,0,0,0,0,0
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",2122,18,8,8,2104,509,13,8,0,0,18
"Yorkville village, New York: Summary level: 160, state:36> place:84099",2598,416,108,17,2182,404,0,17,45,29,35
"Youngstown village, New York: Summary level: 160, state:36> place:84143",1965,134,18,0,1831,480,22,5,5,48,39
"Zena CDP, New York: Summary level: 160, state:36> place:84187",1150,32,0,0,1118,330,73,0,0,60,63
"Ovid village, New York: Summary level: 160, state:36> place:55816",505,46,4,0,459,116,10,0,0,20,34
"Owego village, New York: Summary level: 160, state:36> place:55882",3746,506,91,22,3240,813,12,13,10,34,38
"Oxbow CDP, New York: Summary level: 160, state:36> place:55937",89,8,0,0,81,10,0,0,0,0,3
"Oxford village, New York: Summary level: 160, state:36> place:55948",1502,180,35,3,1322,380,22,6,8,40,36
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",5924,264,0,0,5660,1230,139,0,0,130,170
"Oyster Bay Cove village, New York: Summary level: 160, state:36> place:56011",2254,8,0,0,2246,688,50,0,0,36,48
"Painted Post village, New York: Summary level: 160, state:36> place:56088",1672,129,31,0,1543,385,21,3,0,70,18
"Palatine Bridge village, New York: Summary level: 160, state:36> place:56110",705,70,11,0,635,132,0,0,2,2,11
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",866,56,0,0,810,193,11,0,0,11,0
"Palmyra village, New York: Summary level: 160, state:36> place:56187",3381,678,176,11,2703,589,84,137,0,146,26
"Pamelia Center CDP, New York: Summary level: 160, state:36> place:56212",221,10,10,0,211,36,0,0,0,11,4
"Panama village, New York: Summary level: 160, state:36> place:56231",463,39,9,0,424,100,11,0,3,7,16
"Parc CDP, New York: Summary level: 160, state:36> place:56291",4,0,0,0,4,0,0,0,0,0,0
"Parish village, New York: Summary level: 160, state:36> place:56341",516,18,0,0,498,141,3,5,4,13,14
"Parishville CDP, New York: Summary level: 160, state:36> place:56363",831,89,51,0,742,94,0,0,0,37,8
"Patchogue village, New York: Summary level: 160, state:36> place:56660",11374,1771,533,0,9603,2168,132,150,21,341,285
"Paul Smiths CDP, New York: Summary level: 160, state:36> place:56770",0,0,0,0,0,0,0,0,0,0,0
"Pavilion CDP, New York: Summary level: 160, state:36> place:56781",426,5,0,0,421,127,0,0,0,10,5
"Pawling village, New York: Summary level: 160, state:36> place:56814",2212,241,45,0,1971,487,61,0,0,75,80
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",1514,64,53,0,1450,301,0,0,0,0,20
"Pearl River CDP, New York: Summary level: 160, state:36> place:56902",15272,922,287,0,14350,4242,384,0,55,410,548
"Peconic CDP, New York: Summary level: 160, state:36> place:56968",345,0,0,0,345,23,0,0,0,13,0
"Peekskill city, New York: Summary level: 160, state:36> place:56979",22440,3148,1007,39,19292,4208,320,158,48,606,874
"Pelham village, New York: Summary level: 160, state:36> place:57001",6677,199,89,0,6478,2291,210,0,0,232,153
"Pelham Manor village, New York: Summary level: 160, state:36> place:57023",5414,175,68,0,5239,1782,38,0,0,81,79
"Penn Yan village, New York: Summary level: 160, state:36> place:57177",4734,920,318,34,3814,948,51,6,40,73,110
"Perry village, New York: Summary level: 160, state:36> place:57243",3188,535,163,68,2653,675,35,56,82,58,38
"Perrysburg CDP, New York: Summary level: 160, state:36> place:57287",350,62,23,0,288,52,8,16,6,15,7
"Peru CDP, New York: Summary level: 160, state:36> place:57364",1278,102,43,0,1176,263,17,0,0,34,0
"Phelps village, New York: Summary level: 160, state:36> place:57518",2078,267,74,12,1811,446,0,25,7,22,13
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",1100,178,48,4,922,258,10,17,20,60,64
"Philmont village, New York: Summary level: 160, state:36> place:57639",1369,285,60,0,1084,211,10,11,15,28,10
"Phoenicia CDP, New York: Summary level: 160, state:36> place:57650",262,0,0,0,262,27,3,0,0,0,3
"Phoenix village, New York: Summary level: 160, state:36> place:57661",2378,502,160,0,1876,519,55,66,23,129,38
"Piermont village, New York: Summary level: 160, state:36> place:57749",2460,145,51,0,2315,377,0,0,0,0,71
"Pierrepont Manor CDP, New York: Summary level: 160, state:36> place:57782",137,0,0,0,137,0,0,0,0,0,28
"Piffard CDP, New York: Summary level: 160, state:36> place:57804",161,0,0,0,161,21,0,0,0,0,0
"Pike CDP, New York: Summary level: 160, state:36> place:57815",308,76,34,15,232,25,0,24,25,0,0
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",1772,134,30,0,1638,307,61,0,0,80,56
"Pine Hill CDP, New York: Summary level: 160, state:36> place:58057",197,30,0,0,167,34,0,0,0,15,0
"Pine Plains CDP, New York: Summary level: 160, state:36> place:58145",1339,132,23,11,1207,208,17,0,11,15,41
"Pine Valley CDP, New York: Summary level: 160, state:36> place:58189",786,163,32,0,623,134,0,25,0,0,42
"Pittsford village, New York: Summary level: 160, state:36> place:58354",1420,76,20,0,1344,321,37,0,0,39,39
"Plainedge CDP, New York: Summary level: 160, state:36> place:58409",8895,248,69,0,8647,2287,111,0,0,161,146
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",25281,667,163,0,24614,6637,657,0,0,767,562
"Plandome village, New York: Summary level: 160, state:36> place:58475",1404,37,11,0,1367,541,47,0,0,29,54
"Plandome Heights village, New York: Summary level: 160, state:36> place:58486",964,14,8,0,950,310,26,0,0,25,35
"Plandome Manor village, New York: Summary level: 160, state:36> place:58497",851,25,9,0,826,269,32,0,0,45,11
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",1517,307,86,0,1210,525,0,20,16,6,0
"Plattsburgh city, New York: Summary level: 160, state:36> place:58574",16038,3226,1418,95,12812,3020,102,177,44,167,257
"Plattsburgh West CDP, New York: Summary level: 160, state:36> place:58601",1483,462,197,10,1021,199,17,69,14,29,11
"Pleasant Valley CDP, New York: Summary level: 160, state:36> place:58684",995,36,10,0,959,261,0,0,0,37,18
"Pleasantville village, New York: Summary level: 160, state:36> place:58728",6613,115,24,0,6498,1779,216,0,0,223,145
"Plessis CDP, New York: Summary level: 160, state:36> place:58739",67,0,0,0,67,20,0,0,0,0,0
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",1079,16,0,0,1063,363,58,0,0,30,46
"Point Lookout CDP, New York: Summary level: 160, state:36> place:58849",1242,0,0,0,1242,276,0,0,0,0,8
"Poland village, New York: Summary level: 160, state:36> place:58937",440,60,29,6,380,113,4,8,0,11,12
"Pomona village, New York: Summary level: 160, state:36> place:58992",3090,133,40,8,2957,883,64,0,8,93,60
"Poquott village, New York: Summary level: 160, state:36> place:59157",923,20,5,0,903,234,35,0,0,20,28
"Port Byron village, New York: Summary level: 160, state:36> place:59212",1202,123,19,0,1079,298,6,22,17,27,54
"Port Chester village, New York: Summary level: 160, state:36> place:59223",27981,4081,1017,125,23900,5530,306,180,188,615,618
"Port Dickinson village, New York: Summary level: 160, state:36> place:59245",1367,112,17,0,1255,296,15,0,0,43,43
"Port Ewen CDP, New York: Summary level: 160, state:36> place:59311",3457,233,11,5,3224,724,52,5,5,31,32
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",425,7,0,0,418,54,0,0,0,32,0
"Port Henry village, New York: Summary level: 160, state:36> place:59333",1107,226,48,7,881,231,17,13,15,33,33
"Port Jefferson village, New York: Summary level: 160, state:36> place:59355",7368,388,162,0,6980,1854,120,0,0,145,113
"Port Jefferson Station CDP, New York: Summary level: 160, state:36> place:59377",8413,880,562,0,7533,2109,247,0,0,287,364
"Port Jervis city, New York: Summary level: 160, state:36> place:59388",8486,1480,495,113,7006,1925,77,125,74,166,155
"Port Leyden village, New York: Summary level: 160, state:36> place:59454",654,129,25,0,525,144,7,10,15,10,9
"Portville village, New York: Summary level: 160, state:36> place:59498",1001,117,38,0,884,219,10,30,0,48,25
"Port Washington CDP, New York: Summary level: 160, state:36> place:59520",15408,737,187,0,14671,4185,427,46,0,553,511
"Port Washington North village, New York: Summary level: 160, state:36> place:59531",3084,82,21,0,3002,825,33,0,0,82,51
"Potsdam village, New York: Summary level: 160, state:36> place:59564",4240,1516,753,10,2724,660,19,60,58,25,43
"Pottersville CDP, New York: Summary level: 160, state:36> place:59619",302,196,83,30,106,9,0,0,25,0,0
"Poughkeepsie city, New York: Summary level: 160, state:36> place:59641",28677,6918,2812,110,21759,4961,282,404,343,812,550
